dataset,fold,seed,method,cost_ratio,C_rev,B,n_test,n_truth,n_lie,n_reject,n_accept,n_singleton,n_empty,n_ambiguous,n_fp,n_fn,n_tp,n_tn,fp_rate,fn_rate,reject_rate,decision_coverage,acceptance_rate,label_coverage,label_coverage_truth,label_coverage_lie,total_cost,expected_cost
Open-Domain,0,42,cs_mondrian,1.0,0.5,,1346,656,690,876,470,470,0,876,62,89,141,178,0.09451219512195122,0.1289855072463768,0.6508172362555721,0.3491827637444279,0.3491827637444279,0.887815750371471,0.9054878048780488,0.8710144927536232,589.0,0.437592867756315
Open-Domain,0,42,s1_reverse,1.0,0.5,,1346,656,690,876,470,470,0,876,62,89,141,178,0.09451219512195122,0.1289855072463768,0.6508172362555721,0.3491827637444279,0.3491827637444279,0.887815750371471,0.9054878048780488,0.8710144927536232,589.0,0.437592867756315
Open-Domain,0,42,cs_budget_selected,1.0,0.5,0.6,1346,656,690,272,1074,1074,272,0,201,195,355,323,0.30640243902439024,0.2826086956521739,0.20208023774145617,0.7979197622585439,0.7979197622585439,0.5037147102526003,0.4923780487804878,0.5144927536231884,532.0,0.3952451708766716
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,0.5,0.6,1346,656,690,272,1074,1074,272,0,201,195,355,323,0.30640243902439024,0.2826086956521739,0.20208023774145617,0.7979197622585439,0.7979197622585439,0.5037147102526003,0.4923780487804878,0.5144927536231884,532.0,0.3952451708766716
Open-Domain,0,42,cs_budget_selected,1.0,0.5,0.7,1346,656,690,272,1074,1074,272,0,201,195,355,323,0.30640243902439024,0.2826086956521739,0.20208023774145617,0.7979197622585439,0.7979197622585439,0.5037147102526003,0.4923780487804878,0.5144927536231884,532.0,0.3952451708766716
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,0.5,0.7,1346,656,690,272,1074,1074,272,0,201,195,355,323,0.30640243902439024,0.2826086956521739,0.20208023774145617,0.7979197622585439,0.7979197622585439,0.5037147102526003,0.4923780487804878,0.5144927536231884,532.0,0.3952451708766716
Open-Domain,0,42,cs_budget_selected,1.0,0.5,0.8,1346,656,690,272,1074,1074,272,0,201,195,355,323,0.30640243902439024,0.2826086956521739,0.20208023774145617,0.7979197622585439,0.7979197622585439,0.5037147102526003,0.4923780487804878,0.5144927536231884,532.0,0.3952451708766716
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,0.5,0.8,1346,656,690,272,1074,1074,272,0,201,195,355,323,0.30640243902439024,0.2826086956521739,0.20208023774145617,0.7979197622585439,0.7979197622585439,0.5037147102526003,0.4923780487804878,0.5144927536231884,532.0,0.3952451708766716
Open-Domain,0,42,cs_mondrian,1.0,1.0,,1346,656,690,876,470,470,0,876,62,89,141,178,0.09451219512195122,0.1289855072463768,0.6508172362555721,0.3491827637444279,0.3491827637444279,0.887815750371471,0.9054878048780488,0.8710144927536232,1027.0,0.763001485884101
Open-Domain,0,42,s1_reverse,1.0,1.0,,1346,656,690,876,470,470,0,876,62,89,141,178,0.09451219512195122,0.1289855072463768,0.6508172362555721,0.3491827637444279,0.3491827637444279,0.887815750371471,0.9054878048780488,0.8710144927536232,1027.0,0.763001485884101
Open-Domain,0,42,cs_budget_selected,1.0,1.0,0.6,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,542.0,0.4026745913818722
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,1.0,0.6,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,542.0,0.4026745913818722
Open-Domain,0,42,cs_budget_selected,1.0,1.0,0.7,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,542.0,0.4026745913818722
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,1.0,0.7,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,542.0,0.4026745913818722
Open-Domain,0,42,cs_budget_selected,1.0,1.0,0.8,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,542.0,0.4026745913818722
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,1.0,0.8,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,542.0,0.4026745913818722
Open-Domain,0,42,cs_mondrian,1.0,2.0,,1346,656,690,876,470,470,0,876,62,89,141,178,0.09451219512195122,0.1289855072463768,0.6508172362555721,0.3491827637444279,0.3491827637444279,0.887815750371471,0.9054878048780488,0.8710144927536232,1903.0,1.4138187221396732
Open-Domain,0,42,s1_reverse,1.0,2.0,,1346,656,690,876,470,470,0,876,62,89,141,178,0.09451219512195122,0.1289855072463768,0.6508172362555721,0.3491827637444279,0.3491827637444279,0.887815750371471,0.9054878048780488,0.8710144927536232,1903.0,1.4138187221396732
Open-Domain,0,42,cs_budget_selected,1.0,2.0,0.6,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,545.0,0.4049034175334324
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,2.0,0.6,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,545.0,0.4049034175334324
Open-Domain,0,42,cs_budget_selected,1.0,2.0,0.7,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,545.0,0.4049034175334324
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,2.0,0.7,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,545.0,0.4049034175334324
Open-Domain,0,42,cs_budget_selected,1.0,2.0,0.8,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,545.0,0.4049034175334324
Open-Domain,0,42,s2_oracle_scalar_alpha,1.0,2.0,0.8,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,545.0,0.4049034175334324
Open-Domain,0,42,cs_mondrian,2.0,0.25,,1346,656,690,991,355,355,0,991,62,39,141,113,0.09451219512195122,0.05652173913043478,0.736255572065379,0.2637444279346211,0.2637444279346211,0.924962852897474,0.9054878048780488,0.9434782608695652,387.75,0.288075780089153
Open-Domain,0,42,s1_reverse,2.0,0.25,,1346,656,690,998,348,348,0,998,23,89,58,178,0.0350609756097561,0.1289855072463768,0.7414561664190193,0.2585438335809807,0.2585438335809807,0.9167904903417533,0.9649390243902439,0.8710144927536232,450.5,0.33469539375928675
Open-Domain,0,42,cs_budget_selected,2.0,0.25,0.6,1346,656,690,824,522,522,0,824,96,56,225,145,0.14634146341463414,0.08115942028985507,0.612184249628529,0.38781575037147104,0.38781575037147104,0.8870728083209509,0.8536585365853658,0.9188405797101449,414.0,0.3075780089153046
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,0.25,0.6,1346,656,690,813,533,533,0,813,82,93,177,181,0.125,0.13478260869565217,0.6040118870728083,0.39598811292719166,0.39598811292719166,0.8699851411589896,0.875,0.8652173913043478,471.25,0.350111441307578
Open-Domain,0,42,cs_budget_selected,2.0,0.25,0.7,1346,656,690,922,424,424,0,922,85,42,180,117,0.12957317073170732,0.06086956521739131,0.6849925705794948,0.3150074294205052,0.3150074294205052,0.9056463595839525,0.8704268292682927,0.9391304347826087,399.5,0.29680534918276374
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,0.25,0.7,1346,656,690,914,432,432,0,914,55,80,129,168,0.08384146341463415,0.11594202898550725,0.6790490341753344,0.3209509658246657,0.3209509658246657,0.899702823179792,0.9161585365853658,0.8840579710144928,443.5,0.32949479940564635
Open-Domain,0,42,cs_budget_selected,2.0,0.25,0.8,1346,656,690,1056,290,290,0,1056,47,33,111,99,0.07164634146341463,0.04782608695652174,0.7845468053491828,0.21545319465081725,0.21545319465081725,0.9405646359583952,0.9283536585365854,0.9521739130434783,377.0,0.2800891530460624
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,0.25,0.8,1346,656,690,1004,342,342,0,1004,40,56,101,145,0.06097560975609756,0.08115942028985507,0.7459138187221397,0.2540861812778603,0.2540861812778603,0.9286775631500743,0.9390243902439024,0.9188405797101449,403.0,0.29940564635958394
Open-Domain,0,42,cs_mondrian,2.0,0.5,,1346,656,690,991,355,355,0,991,62,39,141,113,0.09451219512195122,0.05652173913043478,0.736255572065379,0.2637444279346211,0.2637444279346211,0.924962852897474,0.9054878048780488,0.9434782608695652,635.5,0.47213967310549776
Open-Domain,0,42,s1_reverse,2.0,0.5,,1346,656,690,998,348,348,0,998,23,89,58,178,0.0350609756097561,0.1289855072463768,0.7414561664190193,0.2585438335809807,0.2585438335809807,0.9167904903417533,0.9649390243902439,0.8710144927536232,700.0,0.5200594353640416
Open-Domain,0,42,cs_budget_selected,2.0,0.5,0.6,1346,656,690,824,522,522,0,824,96,56,225,145,0.14634146341463414,0.08115942028985507,0.612184249628529,0.38781575037147104,0.38781575037147104,0.8870728083209509,0.8536585365853658,0.9188405797101449,620.0,0.4606240713224368
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,0.5,0.6,1346,656,690,726,620,620,0,726,96,107,225,192,0.14634146341463414,0.15507246376811595,0.5393759286775631,0.4606240713224368,0.4606240713224368,0.8491827637444279,0.8536585365853658,0.8449275362318841,673.0,0.5
Open-Domain,0,42,cs_budget_selected,2.0,0.5,0.7,1346,656,690,824,522,522,0,824,96,56,225,145,0.14634146341463414,0.08115942028985507,0.612184249628529,0.38781575037147104,0.38781575037147104,0.8870728083209509,0.8536585365853658,0.9188405797101449,620.0,0.4606240713224368
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,0.5,0.7,1346,656,690,726,620,620,0,726,96,107,225,192,0.14634146341463414,0.15507246376811595,0.5393759286775631,0.4606240713224368,0.4606240713224368,0.8491827637444279,0.8536585365853658,0.8449275362318841,673.0,0.5
Open-Domain,0,42,cs_budget_selected,2.0,0.5,0.8,1346,656,690,824,522,522,0,824,96,56,225,145,0.14634146341463414,0.08115942028985507,0.612184249628529,0.38781575037147104,0.38781575037147104,0.8870728083209509,0.8536585365853658,0.9188405797101449,620.0,0.4606240713224368
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,0.5,0.8,1346,656,690,979,367,367,0,979,47,63,111,146,0.07164634146341463,0.09130434782608696,0.7273402674591382,0.2726597325408618,0.2726597325408618,0.9182763744427934,0.9283536585365854,0.908695652173913,662.5,0.4921991084695394
Open-Domain,0,42,cs_mondrian,2.0,1.0,,1346,656,690,991,355,355,0,991,62,39,141,113,0.09451219512195122,0.05652173913043478,0.736255572065379,0.2637444279346211,0.2637444279346211,0.924962852897474,0.9054878048780488,0.9434782608695652,1131.0,0.8402674591381872
Open-Domain,0,42,s1_reverse,2.0,1.0,,1346,656,690,998,348,348,0,998,23,89,58,178,0.0350609756097561,0.1289855072463768,0.7414561664190193,0.2585438335809807,0.2585438335809807,0.9167904903417533,0.9649390243902439,0.8710144927536232,1199.0,0.8907875185735513
Open-Domain,0,42,cs_budget_selected,2.0,1.0,0.6,1346,656,690,90,1256,1256,0,90,333,154,495,274,0.5076219512195121,0.22318840579710145,0.06686478454680535,0.9331352154531947,0.9331352154531947,0.638187221396731,0.4923780487804878,0.7768115942028986,731.0,0.5430906389301634
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,1.0,0.6,1346,656,690,262,1084,1084,262,0,202,198,355,329,0.3079268292682927,0.28695652173913044,0.19465081723625557,0.8053491827637445,0.8053491827637445,0.5081723625557206,0.5015243902439024,0.5144927536231884,860.0,0.6389301634472511
Open-Domain,0,42,cs_budget_selected,2.0,1.0,0.7,1346,656,690,90,1256,1256,0,90,333,154,495,274,0.5076219512195121,0.22318840579710145,0.06686478454680535,0.9331352154531947,0.9331352154531947,0.638187221396731,0.4923780487804878,0.7768115942028986,731.0,0.5430906389301634
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,1.0,0.7,1346,656,690,262,1084,1084,262,0,202,198,355,329,0.3079268292682927,0.28695652173913044,0.19465081723625557,0.8053491827637445,0.8053491827637445,0.5081723625557206,0.5015243902439024,0.5144927536231884,860.0,0.6389301634472511
Open-Domain,0,42,cs_budget_selected,2.0,1.0,0.8,1346,656,690,90,1256,1256,0,90,333,154,495,274,0.5076219512195121,0.22318840579710145,0.06686478454680535,0.9331352154531947,0.9331352154531947,0.638187221396731,0.4923780487804878,0.7768115942028986,731.0,0.5430906389301634
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,1.0,0.8,1346,656,690,262,1084,1084,262,0,202,198,355,329,0.3079268292682927,0.28695652173913044,0.19465081723625557,0.8053491827637445,0.8053491827637445,0.5081723625557206,0.5015243902439024,0.5144927536231884,860.0,0.6389301634472511
Open-Domain,0,42,cs_mondrian,2.0,2.0,,1346,656,690,991,355,355,0,991,62,39,141,113,0.09451219512195122,0.05652173913043478,0.736255572065379,0.2637444279346211,0.2637444279346211,0.924962852897474,0.9054878048780488,0.9434782608695652,2122.0,1.576523031203566
Open-Domain,0,42,s1_reverse,2.0,2.0,,1346,656,690,998,348,348,0,998,23,89,58,178,0.0350609756097561,0.1289855072463768,0.7414561664190193,0.2585438335809807,0.2585438335809807,0.9167904903417533,0.9649390243902439,0.8710144927536232,2197.0,1.6322436849925706
Open-Domain,0,42,cs_budget_selected,2.0,2.0,0.6,1346,656,690,90,1256,1256,0,90,333,154,495,274,0.5076219512195121,0.22318840579710145,0.06686478454680535,0.9331352154531947,0.9331352154531947,0.638187221396731,0.4923780487804878,0.7768115942028986,821.0,0.6099554234769688
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,2.0,0.6,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,832.0,0.6181277860326895
Open-Domain,0,42,cs_budget_selected,2.0,2.0,0.7,1346,656,690,90,1256,1256,0,90,333,154,495,274,0.5076219512195121,0.22318840579710145,0.06686478454680535,0.9331352154531947,0.9331352154531947,0.638187221396731,0.4923780487804878,0.7768115942028986,821.0,0.6099554234769688
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,2.0,0.7,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,832.0,0.6181277860326895
Open-Domain,0,42,cs_budget_selected,2.0,2.0,0.8,1346,656,690,90,1256,1256,0,90,333,154,495,274,0.5076219512195121,0.22318840579710145,0.06686478454680535,0.9331352154531947,0.9331352154531947,0.638187221396731,0.4923780487804878,0.7768115942028986,821.0,0.6099554234769688
Open-Domain,0,42,s2_oracle_scalar_alpha,2.0,2.0,0.8,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,832.0,0.6181277860326895
Open-Domain,0,42,cs_mondrian,3.0,0.25,,1346,656,690,1056,290,290,0,1056,62,21,141,66,0.09451219512195122,0.030434782608695653,0.7845468053491828,0.21545319465081725,0.21545319465081725,0.9383358098068351,0.9054878048780488,0.9695652173913043,389.0,0.2890044576523031
Open-Domain,0,42,s1_reverse,3.0,0.25,,1346,656,690,1028,318,318,0,1028,16,89,35,178,0.024390243902439025,0.1289855072463768,0.763744427934621,0.2362555720653789,0.2362555720653789,0.9219910846953938,0.975609756097561,0.8710144927536232,540.0,0.4011887072808321
Open-Domain,0,42,cs_budget_selected,3.0,0.25,0.6,1346,656,690,806,540,540,0,806,112,48,247,133,0.17073170731707318,0.06956521739130435,0.5988112927191679,0.4011887072808321,0.4011887072808321,0.8811292719167905,0.8292682926829268,0.9304347826086956,457.5,0.3398959881129272
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,0.25,0.6,1346,656,690,813,533,533,0,813,82,93,177,181,0.125,0.13478260869565217,0.6040118870728083,0.39598811292719166,0.39598811292719166,0.8699851411589896,0.875,0.8652173913043478,564.25,0.41920505200594355
Open-Domain,0,42,cs_budget_selected,3.0,0.25,0.7,1346,656,690,929,417,417,0,929,89,34,192,102,0.13567073170731708,0.04927536231884058,0.6901931649331352,0.3098068350668648,0.3098068350668648,0.9086181277860327,0.864329268292683,0.9507246376811594,423.25,0.31445022288261515
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,0.25,0.7,1346,656,690,914,432,432,0,914,55,80,129,168,0.08384146341463415,0.11594202898550725,0.6790490341753344,0.3209509658246657,0.3209509658246657,0.899702823179792,0.9161585365853658,0.8840579710144928,523.5,0.3889301634472511
Open-Domain,0,42,cs_budget_selected,3.0,0.25,0.8,1346,656,690,1060,286,286,0,1060,61,21,138,66,0.09298780487804878,0.030434782608695653,0.787518573551263,0.212481426448737,0.212481426448737,0.9390787518573551,0.9070121951219512,0.9695652173913043,389.0,0.2890044576523031
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,0.25,0.8,1346,656,690,1004,342,342,0,1004,40,56,101,145,0.06097560975609756,0.08115942028985507,0.7459138187221397,0.2540861812778603,0.2540861812778603,0.9286775631500743,0.9390243902439024,0.9188405797101449,459.0,0.3410104011887073
Open-Domain,0,42,cs_mondrian,3.0,0.5,,1346,656,690,1056,290,290,0,1056,62,21,141,66,0.09451219512195122,0.030434782608695653,0.7845468053491828,0.21545319465081725,0.21545319465081725,0.9383358098068351,0.9054878048780488,0.9695652173913043,653.0,0.4851411589895988
Open-Domain,0,42,s1_reverse,3.0,0.5,,1346,656,690,1028,318,318,0,1028,16,89,35,178,0.024390243902439025,0.1289855072463768,0.763744427934621,0.2362555720653789,0.2362555720653789,0.9219910846953938,0.975609756097561,0.8710144927536232,797.0,0.5921248142644874
Open-Domain,0,42,cs_budget_selected,3.0,0.5,0.6,1346,656,690,739,607,607,0,739,132,56,274,145,0.20121951219512196,0.08115942028985507,0.549034175334324,0.4509658246656761,0.4509658246656761,0.8603268945022289,0.7987804878048781,0.9188405797101449,669.5,0.4973997028231798
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,0.5,0.6,1346,656,690,726,620,620,0,726,96,107,225,192,0.14634146341463414,0.15507246376811595,0.5393759286775631,0.4606240713224368,0.4606240713224368,0.8491827637444279,0.8536585365853658,0.8449275362318841,780.0,0.5794947994056464
Open-Domain,0,42,cs_budget_selected,3.0,0.5,0.7,1346,656,690,908,438,438,0,908,91,34,211,102,0.13871951219512196,0.04927536231884058,0.674591381872214,0.32540861812778604,0.32540861812778604,0.9071322436849926,0.8612804878048781,0.9507246376811594,647.0,0.48068350668647847
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,0.5,0.7,1346,656,690,726,620,620,0,726,96,107,225,192,0.14634146341463414,0.15507246376811595,0.5393759286775631,0.4606240713224368,0.4606240713224368,0.8491827637444279,0.8536585365853658,0.8449275362318841,780.0,0.5794947994056464
Open-Domain,0,42,cs_budget_selected,3.0,0.5,0.8,1346,656,690,1060,286,286,0,1060,61,21,138,66,0.09298780487804878,0.030434782608695653,0.787518573551263,0.212481426448737,0.212481426448737,0.9390787518573551,0.9070121951219512,0.9695652173913043,654.0,0.48588410104011887
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,0.5,0.8,1346,656,690,979,367,367,0,979,47,63,111,146,0.07164634146341463,0.09130434782608696,0.7273402674591382,0.2726597325408618,0.2726597325408618,0.9182763744427934,0.9283536585365854,0.908695652173913,725.5,0.5390044576523031
Open-Domain,0,42,cs_mondrian,3.0,1.0,,1346,656,690,1056,290,290,0,1056,62,21,141,66,0.09451219512195122,0.030434782608695653,0.7845468053491828,0.21545319465081725,0.21545319465081725,0.9383358098068351,0.9054878048780488,0.9695652173913043,1181.0,0.8774145616641902
Open-Domain,0,42,s1_reverse,3.0,1.0,,1346,656,690,1028,318,318,0,1028,16,89,35,178,0.024390243902439025,0.1289855072463768,0.763744427934621,0.2362555720653789,0.2362555720653789,0.9219910846953938,0.975609756097561,0.8710144927536232,1311.0,0.9739970282317979
Open-Domain,0,42,cs_budget_selected,3.0,1.0,0.6,1346,656,690,209,1137,1137,0,209,327,111,492,207,0.49847560975609756,0.1608695652173913,0.15527488855869243,0.8447251114413076,0.8447251114413076,0.674591381872214,0.5015243902439024,0.8391304347826087,869.0,0.6456166419019317
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,1.0,0.6,1346,656,690,522,824,824,0,522,142,142,284,256,0.21646341463414634,0.20579710144927535,0.38781575037147104,0.612184249628529,0.612184249628529,0.7890044576523031,0.7835365853658537,0.7942028985507247,1090.0,0.8098068350668648
Open-Domain,0,42,cs_budget_selected,3.0,1.0,0.7,1346,656,690,209,1137,1137,0,209,327,111,492,207,0.49847560975609756,0.1608695652173913,0.15527488855869243,0.8447251114413076,0.8447251114413076,0.674591381872214,0.5015243902439024,0.8391304347826087,869.0,0.6456166419019317
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,1.0,0.7,1346,656,690,522,824,824,0,522,142,142,284,256,0.21646341463414634,0.20579710144927535,0.38781575037147104,0.612184249628529,0.612184249628529,0.7890044576523031,0.7835365853658537,0.7942028985507247,1090.0,0.8098068350668648
Open-Domain,0,42,cs_budget_selected,3.0,1.0,0.8,1346,656,690,209,1137,1137,0,209,327,111,492,207,0.49847560975609756,0.1608695652173913,0.15527488855869243,0.8447251114413076,0.8447251114413076,0.674591381872214,0.5015243902439024,0.8391304347826087,869.0,0.6456166419019317
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,1.0,0.8,1346,656,690,522,824,824,0,522,142,142,284,256,0.21646341463414634,0.20579710144927535,0.38781575037147104,0.612184249628529,0.612184249628529,0.7890044576523031,0.7835365853658537,0.7942028985507247,1090.0,0.8098068350668648
Open-Domain,0,42,cs_mondrian,3.0,2.0,,1346,656,690,1056,290,290,0,1056,62,21,141,66,0.09451219512195122,0.030434782608695653,0.7845468053491828,0.21545319465081725,0.21545319465081725,0.9383358098068351,0.9054878048780488,0.9695652173913043,2237.0,1.661961367013373
Open-Domain,0,42,s1_reverse,3.0,2.0,,1346,656,690,1028,318,318,0,1028,16,89,35,178,0.024390243902439025,0.1289855072463768,0.763744427934621,0.2362555720653789,0.2362555720653789,0.9219910846953938,0.975609756097561,0.8710144927536232,2339.0,1.737741456166419
Open-Domain,0,42,cs_budget_selected,3.0,2.0,0.6,1346,656,690,190,1156,1156,0,190,333,116,495,212,0.5076219512195121,0.1681159420289855,0.1411589895988113,0.8588410104011887,0.8588410104011887,0.6664190193164933,0.4923780487804878,0.8318840579710145,1061.0,0.788261515601783
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,2.0,0.6,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,1119.0,0.8313521545319466
Open-Domain,0,42,cs_budget_selected,3.0,2.0,0.7,1346,656,690,190,1156,1156,0,190,333,116,495,212,0.5076219512195121,0.1681159420289855,0.1411589895988113,0.8588410104011887,0.8588410104011887,0.6664190193164933,0.4923780487804878,0.8318840579710145,1061.0,0.788261515601783
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,2.0,0.7,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,1119.0,0.8313521545319466
Open-Domain,0,42,cs_budget_selected,3.0,2.0,0.8,1346,656,690,190,1156,1156,0,190,333,116,495,212,0.5076219512195121,0.1681159420289855,0.1411589895988113,0.8588410104011887,0.8588410104011887,0.6664190193164933,0.4923780487804878,0.8318840579710145,1061.0,0.788261515601783
Open-Domain,0,42,s2_oracle_scalar_alpha,3.0,2.0,0.8,1346,656,690,3,1343,1343,3,0,252,287,400,404,0.38414634146341464,0.41594202898550725,0.002228826151560178,0.9977711738484398,0.9977711738484398,0.5973254086181278,0.6158536585365854,0.5797101449275363,1119.0,0.8313521545319466
Open-Domain,0,42,cs_mondrian,5.0,0.25,,1346,656,690,1111,235,235,0,1111,62,8,141,24,0.09451219512195122,0.011594202898550725,0.825408618127786,0.17459138187221396,0.17459138187221396,0.9479940564635958,0.9054878048780488,0.9884057971014493,379.75,0.28213224368499257
Open-Domain,0,42,s1_reverse,5.0,0.25,,1346,656,690,1045,301,301,0,1045,9,89,25,178,0.013719512195121951,0.1289855072463768,0.7763744427934621,0.2236255572065379,0.2236255572065379,0.9271916790490342,0.9862804878048781,0.8710144927536232,715.25,0.5313893016344725
Open-Domain,0,42,cs_budget_selected,5.0,0.25,0.6,1346,656,690,819,527,527,0,819,128,34,263,102,0.1951219512195122,0.04927536231884058,0.6084695393759286,0.3915304606240713,0.3915304606240713,0.8796433878157504,0.8048780487804879,0.9507246376811594,502.75,0.3735141158989599
Open-Domain,0,42,s2_oracle_scalar_alpha,5.0,0.25,0.6,1346,656,690,813,533,533,0,813,82,93,177,181,0.125,0.13478260869565217,0.6040118870728083,0.39598811292719166,0.39598811292719166,0.8699851411589896,0.875,0.8652173913043478,750.25,0.5573922734026746
Open-Domain,0,42,cs_budget_selected,5.0,0.25,0.7,1346,656,690,904,442,442,0,904,111,21,244,66,0.16920731707317074,0.030434782608695653,0.6716196136701337,0.32838038632986627,0.32838038632986627,0.9019316493313522,0.8307926829268293,0.9695652173913043,442.0,0.32838038632986627
Open-Domain,0,42,s2_oracle_scalar_alpha,5.0,0.25,0.7,1346,656,690,914,432,432,0,914,55,80,129,168,0.08384146341463415,0.11594202898550725,0.6790490341753344,0.3209509658246657,0.3209509658246657,0.899702823179792,0.9161585365853658,0.8840579710144928,683.5,0.5078008915304606
Open-Domain,0,42,cs_budget_selected,5.0,0.25,0.8,1346,656,690,1049,297,297,0,1049,85,8,180,24,0.12957317073170732,0.011594202898550725,0.7793462109955424,0.22065378900445765,0.22065378900445765,0.9309063893016345,0.8704268292682927,0.9884057971014493,387.25,0.287704309063893
Open-Domain,0,42,s2_oracle_scalar_alpha,5.0,0.25,0.8,1346,656,690,1043,303,303,0,1043,32,48,88,135,0.04878048780487805,0.06956521739130435,0.774888558692422,0.22511144130757801,0.22511144130757801,0.9405646359583952,0.9512195121951219,0.9304347826086956,532.75,0.39580237741456165
