dataset,config,method,B,cost_ratio,C_rev,n_subjects,mean_delta,median_delta,ci_2.5,ci_97.5,permutation_p,wilcoxon_p,sign_p,n_positive,n_negative,n_zero,cs_wins_pct,holm_p
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,5.0,0.25,76,0.007766239225516231,-0.006431159420289857,-0.0056346837844457745,0.02231734080680985,0.2995,0.9504607147843734,0.7310088822226056,36,40,0,52.63157894736842,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,5.0,0.5,76,0.014636181684879828,0.006944444444444436,-0.0038940742911599555,0.03484073796987737,0.1422,0.5395336575002614,0.9087769252754927,39,37,0,48.68421052631579,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,5.0,1.0,76,0.11708336469856527,0.1026315789473684,0.052707468287330764,0.18503705759723146,0.001,0.0028140966350456466,0.01544026202090637,49,27,0,35.526315789473685,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,5.0,2.0,76,-0.08724861168149747,-0.05048309178743956,-0.18786407481655176,0.014987231514979922,0.102,0.130309593465742,0.48868297090314317,34,41,1,53.94736842105263,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,10.0,0.25,76,0.04276259337974098,-0.011413043478260854,0.01260205602872043,0.07573267923123321,0.0092,0.2064907108030607,0.7310088822226056,36,40,0,52.63157894736842,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,10.0,0.5,76,0.059525087766534264,0.012751855779427355,0.02024841110902206,0.10175042357409983,0.0044,0.07092608290044178,0.8175538505509841,39,36,1,47.368421052631575,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,10.0,1.0,76,0.1919001067045402,0.12974254742547425,0.1294758580359487,0.2548739954549077,0.0,4.7119281725734875e-07,0.00044964797164381224,53,22,1,28.947368421052634,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,10.0,2.0,76,0.38406538916737903,0.33855297157622743,0.22141858491881267,0.5523110024827866,0.0,5.150516371052878e-05,4.3689322062244415e-05,56,20,0,26.31578947368421,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,1.0,0.25,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,1.0,0.5,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,1.0,1.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,1.0,2.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,2.0,0.25,76,-0.0018935758011671914,-0.003145586297760211,-0.008693126238747944,0.005065721054312448,0.5856,0.5810696308316347,0.6444639138942256,35,40,1,52.63157894736842,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,2.0,0.5,76,0.002611756333854434,-0.005050505050505055,-0.01357968393719424,0.020006948013242095,0.7756,0.6118860350796775,0.566573442398685,35,41,0,53.94736842105263,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,2.0,1.0,76,-0.05521972153618076,-0.06043478260869563,-0.08855785716055095,-0.02094799077987039,0.0021,0.002935630239455779,0.007905180027859783,26,50,0,65.78947368421053,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,2.0,2.0,76,-0.2242909585982011,-0.18357487922705318,-0.266148303109429,-0.18531233629992677,0.0,2.3720517700614553e-13,7.747704489416678e-20,2,74,0,97.36842105263158,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,3.0,0.25,76,0.003604960783024533,-0.014670014347202304,-0.009780757566001224,0.017659854367064458,0.6082,0.9545842484272127,0.7310088822226056,36,40,0,52.63157894736842,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,3.0,0.5,76,0.03598969069107916,0.009015151515151514,0.007104020178774347,0.0682298147655831,0.0196,0.2111780169401749,0.9087769252754927,39,37,0,48.68421052631579,0.0588
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,3.0,1.0,76,-0.003463737671102744,-0.034891304347826085,-0.0590407868308283,0.054032032961672825,0.9071,0.8285952318640296,0.48868297090314317,34,41,1,53.94736842105263,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,3.0,2.0,76,-0.2563244986241134,-0.2223458038422649,-0.32461181854371435,-0.1898103178049059,0.0,3.177503306781697e-09,3.807704084089984e-08,14,61,1,80.26315789473685,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,5.0,0.25,76,0.03417734254480485,-0.015487804878048789,0.005245345977849187,0.06506675212938308,0.0289,0.21307386802433947,0.42219110499231566,34,42,0,55.26315789473685,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,5.0,0.5,76,0.05537029171361339,0.007083333333333325,0.024176032126214966,0.08886586762028048,0.0012,0.014536758639693082,0.9087769252754927,39,37,0,48.68421052631579,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,5.0,1.0,76,0.16005126965948951,0.15881642512077299,0.08797318707791058,0.235045325326122,0.0,8.213492952228812e-05,0.0015162236642818601,51,23,2,30.263157894736842,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,5.0,2.0,76,-0.11919810126563953,-0.13522727272727272,-0.2298543429069959,-0.007025547460259096,0.0434,0.04293432991868728,0.13538510529943087,31,45,0,59.210526315789465,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,10.0,0.25,76,0.158041152373261,0.002441860465116269,0.08622224023709502,0.23426528540122782,0.0,0.01135028274808872,1.0,38,38,0,50.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,10.0,0.5,76,0.1594948279502367,0.008194444444444431,0.08917661959130711,0.23334099598907593,0.0,0.005431745203212852,0.7310088822226056,40,36,0,47.368421052631575,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,10.0,1.0,76,0.3427941087553544,0.2075,0.21658146681594692,0.48518808545589576,0.0,4.968520823894751e-07,5.268675318129165e-06,56,17,3,22.36842105263158,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.8,10.0,2.0,76,0.4641529057183391,0.38680057388809186,0.269673513657177,0.6608381199304957,0.0,7.000779511985925e-05,0.0024442284992149655,51,24,1,31.57894736842105,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,1.0,0.25,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,1.0,0.5,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,1.0,1.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,1.0,2.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,2.0,0.25,191,-0.0020079292814325824,-0.004166666666666674,-0.004612688747249413,0.0006051649404355406,0.1218,0.006782329221934192,0.0003271304772716469,69,119,3,62.30366492146597,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,2.0,0.5,191,0.004176151453069277,0.004166666666666652,0.0010839213900902958,0.00735462193641399,0.0087,0.12058285326554388,0.13253419223810595,99,78,14,40.83769633507853,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,2.0,1.0,191,0.01402041126033842,0.016666666666666642,0.00679665566431444,0.021204235905607407,0.0002,0.00038501984316433393,0.0025505192526799423,114,72,5,37.696335078534034,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,2.0,2.0,191,-0.03325935199939297,-0.033333333333333284,-0.04239163631535017,-0.02419758707033918,0.0,5.1043102508010304e-11,1.5992185050097216e-07,58,130,3,68.06282722513089,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,3.0,0.25,191,0.00793117838986266,-0.002083333333333326,0.0032214484217315434,0.01262624250701874,0.0012,0.049180530139996424,0.8268803160573739,92,96,3,50.26178010471204,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,3.0,0.5,191,0.002287730480309583,-0.004166666666666663,-0.0018989016617345779,0.006570467220578186,0.2931,0.8543922134166058,0.14338908065653874,83,104,4,54.45026178010471,0.2931
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,3.0,1.0,191,0.07664655891949312,0.07499999999999998,0.06534638439942334,0.08815781736095302,0.0,9.174212487570413e-23,5.263950007429619e-21,157,32,2,16.75392670157068,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,3.0,2.0,191,-0.05237309355793308,-0.049999999999999975,-0.06609961871158662,-0.03874905152135974,0.0,2.5199939672428004e-11,4.16237547111214e-08,56,131,4,68.58638743455498,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,5.0,0.25,191,0.0367103915319827,0.018750000000000006,0.026136692370437815,0.04805688737764625,0.0,4.13960477296046e-08,0.0071096234501092865,114,76,1,39.79057591623037,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,5.0,0.5,191,0.025446733439562937,0.012499999999999989,0.016916804196069505,0.034112437400409736,0.0,4.154382526886655e-06,0.02882825031214214,110,79,2,41.361256544502616,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,5.0,1.0,191,0.19282001669322407,0.19166666666666665,0.18250431557781321,0.20356063623947188,0.0,4.260888272273653e-33,6.372367644529809e-58,191,0,0,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,5.0,2.0,191,0.09754533727900447,0.09166666666666667,0.07517978412626147,0.11994105205250778,0.0,6.280410394817382e-14,1.2070197196411367e-12,144,47,0,24.60732984293194,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,10.0,0.25,191,0.1380771492525988,0.09375,0.11145202595037558,0.1666581659268533,0.0,2.007820440386012e-16,8.411757648898595e-05,123,68,0,35.602094240837694,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,10.0,0.5,191,0.12097275969345171,0.05833333333333335,0.09708741179148644,0.14631672547234234,0.0,7.067596591709778e-17,2.493922669842346e-08,134,57,0,29.84293193717277,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,10.0,1.0,191,0.23743265801654143,0.2166666666666667,0.22557643789361864,0.24984506601411335,0.0,4.263521808497153e-33,6.372367644529809e-58,191,0,0,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.8,10.0,2.0,191,0.639029896046741,0.6500000000000001,0.5951825347143183,0.682834575840352,0.0,5.342975089660142e-33,7.401326592827326e-52,188,3,0,1.5706806282722512,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,1.0,0.25,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,1.0,0.5,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,1.0,1.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,1.0,2.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,2.0,0.25,191,0.0031204947264587618,-5.551115123125783e-18,-0.001015879903634568,0.007429065653691479,0.1501,0.8164779847749423,0.6609484635151924,90,97,4,50.78534031413613,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,2.0,0.5,191,0.005112299871006907,0.0,0.001584860383944156,0.00865581607102208,0.0045,0.05731359707961449,0.8812234734185153,88,91,12,47.64397905759162,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,2.0,1.0,191,-0.039623643675544426,-0.03333333333333335,-0.04656081645041353,-0.03299908946050535,0.0,2.834235891417657e-20,2.4541429975807847e-17,37,150,4,78.53403141361257,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,2.0,2.0,191,-0.23577661431064575,-0.225,-0.2544809924880491,-0.21752319030275438,0.0,4.269782802374025e-33,6.372367644529809e-58,0,191,0,100.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,3.0,0.25,191,0.015841016010319453,0.0020833333333333316,0.00808556700053115,0.02371667283177782,0.0001,0.00953633791586578,0.7723417190395665,98,93,0,48.69109947643979,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,3.0,0.5,191,0.019462781698156156,0.004166666666666663,0.01273142878822369,0.026794663859169895,0.0,0.00033070551549762634,0.2419103304442694,102,85,4,44.50261780104712,0.0
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,3.0,1.0,191,0.052376887472494124,0.05,0.04256582441763411,0.062360858183473714,0.0,2.0625062314920407e-19,2.417596589733704e-20,154,32,5,16.75392670157068,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,3.0,2.0,191,-0.23662834812960012,-0.22500000000000003,-0.25455094278776846,-0.218212260034904,0.0,4.3456457518387556e-33,1.2234945877497233e-55,1,190,0,99.47643979057592,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,5.0,0.25,191,0.062233003262766526,0.024999999999999994,0.045658469440018216,0.07976514483268836,0.0,1.8329748720270852e-08,0.03511193479805759,110,80,1,41.8848167539267,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,5.0,0.5,191,0.06342761211017528,0.025000000000000022,0.049075043630017454,0.07837290860459822,0.0,1.156661890821638e-13,1.6860965470030651e-06,127,61,3,31.93717277486911,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,5.0,1.0,191,0.17666552849229838,0.15833333333333338,0.16280242241444723,0.19084533158813263,0.0,5.37196606529316e-33,3.4977172149731774e-50,187,4,0,2.094240837696335,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,5.0,2.0,191,-0.024588360270126713,-0.025000000000000022,-0.04183767736550572,-0.007642840883223311,0.0043,0.005740394798066525,0.002287461485179226,74,117,0,61.25654450261781,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,10.0,0.25,191,0.21076997496016386,0.07083333333333333,0.16811271720160859,0.2544764753585249,0.0,1.3088479399066385e-13,0.002287461485179226,117,74,0,38.7434554973822,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,10.0,0.5,191,0.2155948858031717,0.10833333333333332,0.17501868502921314,0.2587234425980727,0.0,3.120373578202494e-17,3.987180563637137e-06,127,63,1,32.98429319371728,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,10.0,1.0,191,0.28832233098110627,0.2166666666666667,0.2595435446543744,0.31867374231732304,0.0,6.967263010434812e-33,2.3126596655527583e-53,188,2,1,1.0471204188481675,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.8,10.0,2.0,191,0.5812865164276501,0.5583333333333333,0.5402211377949768,0.6221224106533121,0.0,5.13657629108563e-33,7.401326592827326e-52,188,3,0,1.5706806282722512,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,1.0,0.25,76,-0.0007742017988648014,0.0,-0.00353699843882287,0.0019549463569939972,0.5726,0.6717916440787942,0.906294324703081,37,35,4,46.05263157894737,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,1.0,0.5,76,0.0033287940798887392,0.0021739130434782596,-0.00017706193036536228,0.007060833497535556,0.0817,0.07095433754828585,0.06811867428409976,42,26,8,34.21052631578947,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,1.0,1.0,76,0.011534785837395816,0.004764605785592735,0.004441538427555032,0.019018911422833473,0.0021,0.0005881616483154289,0.00028711844966164033,48,18,10,23.684210526315788,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,1.0,2.0,76,0.027946769352409983,0.014817073170731686,0.012890420783922236,0.04405738505817912,0.0001,0.0001451252373597991,0.00020771603022674048,52,20,4,26.31578947368421,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,2.0,0.25,76,-0.0004291589677869215,-0.0022233201581027704,-0.0064798833019680735,0.005770953876637543,0.8913,0.5631142619781591,0.48868297090314317,34,41,1,53.94736842105263,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,2.0,0.5,76,-0.007747359908740554,-0.005003126954346471,-0.014907835689300463,-0.0008284759680333438,0.0347,0.016407640899480266,0.004626293921895512,24,49,3,64.47368421052632,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,2.0,1.0,76,-0.022383761790647827,-0.014166666666666638,-0.03284606355547271,-0.012783605314041636,0.0,5.528322672724929e-05,0.00020771603022674048,20,52,4,68.42105263157895,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,2.0,2.0,76,-0.051656565554462366,-0.025543478260869536,-0.07136889827817881,-0.03428772145668806,0.0,7.805213537012309e-09,2.5534220074411045e-07,15,59,2,77.63157894736842,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,3.0,0.25,76,0.01061700153999396,-0.0033367037411526747,-0.00016042686785773736,0.022086994705067312,0.0761,0.3707571855447319,0.8175538505509841,36,39,1,51.31578947368421,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,3.0,0.5,76,-0.0006497106973740079,-0.007427536231884041,-0.012169283631911807,0.011645819833533045,0.918,0.5284932557416457,0.08050685743008208,29,45,2,59.210526315789465,0.918
SEUMLD,OADNet_text,s3_empirical_equal_risk,,3.0,1.0,76,-0.02318313517210995,-0.020869565217391306,-0.037580469158437046,-0.008893192782859681,0.0019,0.005004091303261216,0.04739297550405176,28,46,2,60.526315789473685,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,3.0,2.0,76,-0.06824998412158183,-0.0447222222222222,-0.09242258880325704,-0.04535634036447522,0.0,5.40682330024065e-07,6.494900196551852e-05,20,55,1,72.36842105263158,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,5.0,0.25,76,0.03770605764239486,0.005064102564102562,0.016677594119204244,0.061598375354732796,0.0015,0.012950439904895267,0.42219110499231566,42,34,0,44.73684210526316,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,5.0,0.5,76,0.02232408082661048,0.00015299877600979386,-0.00021480371677874035,0.04698839092051281,0.0658,0.20187489230867883,1.0,38,38,0,50.0,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,5.0,1.0,76,-0.008439872804958315,-0.022122838401908172,-0.03508743418395225,0.01882353511534398,0.5502,0.5602608341742611,0.20673684180839247,32,44,0,57.89473684210527,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,5.0,2.0,76,-0.06996778006809587,-0.04641304347826085,-0.10944988447991971,-0.032210324817453465,0.0003,0.0022921753126373947,0.050452410247217666,29,47,0,61.8421052631579,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,10.0,0.25,76,0.11634967485860781,0.027918353576248306,0.06934544280892398,0.16862996118948184,0.0,0.00022987946579602878,0.13538510529943087,45,31,0,40.78947368421053,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,10.0,0.5,76,0.09727662752370322,0.016581196581196583,0.050727664182292534,0.15125125779117618,0.0,0.0038969665758342297,0.3018724904870079,43,33,0,43.42105263157895,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,10.0,1.0,76,0.05913053285389404,-0.005128205128205121,0.007806264692992646,0.11370081407725253,0.0341,0.15677167955991017,1.0,38,38,0,50.0,
SEUMLD,OADNet_text,s3_empirical_equal_risk,,10.0,2.0,76,-0.01716165648572431,-0.0372222222222222,-0.07911335743528815,0.045143989272424266,0.5917,0.4466147574294924,0.13538510529943087,31,45,0,59.210526315789465,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,1.0,0.25,76,-0.00033867139295342427,2.2204460492503132e-17,-0.004778121112173005,0.0037376735023502863,0.8709,0.5147318676024537,0.6399729317539425,39,34,3,44.73684210526316,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,1.0,0.5,76,-0.000994735663014548,0.0010869565217391409,-0.005945926633384905,0.0036842219806954898,0.6899,0.44149253158154833,0.34918183817058834,41,32,3,42.10526315789473,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,1.0,1.0,76,-0.002306864203136799,0.0,-0.010457778458403122,0.005722008388104674,0.5889,0.9484528521502801,0.4426260049464714,34,27,15,35.526315789473685,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,1.0,2.0,76,-0.004931121283381294,0.004347826086956541,-0.02132793947003526,0.01132870323224658,0.5646,0.6881776855254587,0.6444639138942256,40,35,1,46.05263157894737,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,2.0,0.25,76,0.0033503561691749614,-0.001471861471861477,-0.0040164804746209894,0.010987402135593271,0.3885,0.7749750469881815,0.10064367752023572,29,44,3,57.89473684210527,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,2.0,0.5,76,0.0002860540498628468,-0.0021739130434782483,-0.007472772373612408,0.008188598362492944,0.9411,0.7672597508702707,0.3355576182340152,30,39,7,51.31578947368421,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,2.0,1.0,76,-0.005842550188761395,0.0,-0.016826512678790814,0.004569347358671657,0.2944,0.29395019005822276,0.46381761789686937,30,37,9,48.68421052631579,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,2.0,2.0,76,-0.01809975866600987,-0.0022222222222221923,-0.0388121511498695,0.0024373614021328364,0.0899,0.08893607036562456,0.47036853185814453,31,38,7,50.0,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,3.0,0.25,76,0.01875432822524041,-0.0026480836236933815,0.006196662587571428,0.032621866487962,0.008,0.16374063586747134,0.4159851975073046,33,41,2,53.94736842105263,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,3.0,0.5,76,0.013434845609654748,-0.0010869565217391352,0.000881969351232866,0.026364379200086666,0.044,0.2070606781947032,0.8151212352249976,35,38,3,50.0,0.088
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,3.0,1.0,76,0.0027958803784834205,0.0,-0.012208198333796001,0.017644790297998036,0.7149,0.7453070873498248,0.6254068289416483,36,31,9,40.78947368421053,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,3.0,2.0,76,-0.018482050083859235,-0.011521739130434772,-0.044263414877756604,0.006623046779132087,0.1612,0.1373055186284225,0.7310088822226056,36,40,0,52.63157894736842,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,5.0,0.25,76,0.0615952904588544,-0.000609756097560979,0.0344166592916556,0.09051436533952217,0.0,0.010077793527509399,0.9087769252754927,37,39,0,51.31578947368421,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,5.0,0.5,76,0.05347669043571881,0.007083333333333336,0.027892272456871543,0.0805197150446203,0.0,0.007321219540035955,0.566573442398685,41,35,0,46.05263157894737,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,5.0,1.0,76,0.03723949038944757,0.012772785622593087,0.011566782265872728,0.06293904599542592,0.0072,0.010957088049909414,0.029493493531317295,44,25,7,32.89473684210527,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,5.0,2.0,76,0.0047650902969051225,0.018191214470284246,-0.028340190780684938,0.038233460845559106,0.7771,0.5177150532922045,0.16542794172425662,44,31,1,40.78947368421053,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,10.0,0.25,76,0.1765458463031313,0.004384057971014488,0.11132969634801906,0.24710222878832816,0.0,0.001505505631555865,0.8175538505509841,39,36,1,47.368421052631575,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,10.0,0.5,76,0.16633826827915885,0.013164251207729467,0.10445532708843185,0.2337604205612097,0.0,0.0003771430624148287,0.4159851975073046,41,33,2,43.42105263157895,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,10.0,1.0,76,0.14592311223121393,0.03818181818181818,0.08826263776834636,0.20819838254173137,0.0,3.917749890955326e-05,0.0009143907212875585,48,20,8,26.31578947368421,
SEUMLD,OADNet_audio,s3_empirical_equal_risk,,10.0,2.0,76,0.1050928001353241,0.0623481781376519,0.04793450047798395,0.16500058391382738,0.0001,0.0009494887727106553,0.0002564885942369215,53,21,2,27.631578947368425,
MDPE,OADNet_text,s3_empirical_equal_risk,,1.0,0.25,191,-0.0019785264435844903,0.0,-0.003876503338644813,-0.00011184934365278242,0.0431,0.20938168837458482,0.40973607358085473,83,95,13,49.73821989528796,
MDPE,OADNet_text,s3_empirical_equal_risk,,1.0,0.5,191,-6.829046209879397e-05,0.0,-0.0018419455193869033,0.0017214887320737538,0.9356,0.7237726751243356,0.5999362771492708,93,85,13,44.50261780104712,
MDPE,OADNet_text,s3_empirical_equal_risk,,1.0,1.0,191,0.0037521815008726,2.2204460492503132e-17,0.0006108202443280982,0.006849912739965095,0.017,0.005757948140915232,0.01850902739156191,97,66,28,34.55497382198953,
MDPE,OADNet_text,s3_empirical_equal_risk,,1.0,2.0,191,0.011393125426815387,0.00833333333333337,0.004021549434706732,0.018415661279307993,0.0014,8.917074434259527e-05,0.001619181270785962,111,68,12,35.602094240837694,
MDPE,OADNet_text,s3_empirical_equal_risk,,2.0,0.25,191,0.005318593975263677,0.0,0.0009512647962667881,0.009653141361256544,0.0155,0.3063475782567945,0.7687855622330493,90,95,6,49.73821989528796,
MDPE,OADNet_text,s3_empirical_equal_risk,,2.0,0.5,191,0.0023076485317550647,0.0,-0.001090750436300174,0.005793426094544349,0.1905,0.8968251240489598,0.6521216446590028,85,92,14,48.167539267015705,
MDPE,OADNet_text,s3_empirical_equal_risk,,2.0,1.0,191,-0.00371424235526216,0.0,-0.007204643751422718,-0.00018021094164959628,0.0341,0.02791971497230692,0.18950527217144367,75,93,23,48.69109947643979,
MDPE,OADNet_text,s3_empirical_equal_risk,,2.0,2.0,191,-0.015758024129296614,-0.008333333333333349,-0.024476629486303976,-0.0069883906214432134,0.0001,0.000454410192330667,0.04624472804214922,78,106,7,55.497382198952884,
MDPE,OADNet_text,s3_empirical_equal_risk,,3.0,0.25,191,0.021981940966689432,0.010416666666666663,0.01504095056529327,0.02910981722816602,0.0,1.808132793329873e-07,0.004537135222797169,115,75,1,39.26701570680628,
MDPE,OADNet_text,s3_empirical_equal_risk,,3.0,0.5,191,0.015522801426511875,0.004166666666666685,0.009831905872979737,0.02141392082100311,0.0,8.071910960688518e-05,0.010498774606726869,112,76,3,39.79057591623037,0.0
MDPE,OADNet_text,s3_empirical_equal_risk,,3.0,1.0,191,0.002604522346156763,-2.2204460492503132e-17,-0.002096137794976855,0.007479749981030429,0.2849,0.9502228307250147,0.30332705263989107,85,100,6,52.35602094240838,
MDPE,OADNet_text,s3_empirical_equal_risk,,3.0,2.0,191,-0.023232035814553458,-0.016666666666666698,-0.03207185674178618,-0.014316004628575772,0.0,2.0168891349100213e-07,4.8803454738950095e-05,65,121,5,63.35078534031413,
MDPE,OADNet_text,s3_empirical_equal_risk,,5.0,0.25,191,0.07326143865240155,0.05,0.05804279061385538,0.08896979806889749,0.0,1.2266573798406315e-17,4.192333604266897e-09,136,55,0,28.79581151832461,
MDPE,OADNet_text,s3_empirical_equal_risk,,5.0,0.5,191,0.06266408680476515,0.04166666666666667,0.04929428446771378,0.07674712136732681,0.0,5.822862932903215e-16,8.210999869008975e-08,132,58,1,30.36649214659686,
MDPE,OADNet_text,s3_empirical_equal_risk,,5.0,1.0,191,0.04146938310949237,0.024999999999999977,0.03059763639122847,0.053228858411108575,0.0,4.315092414331217e-10,9.384602382193332e-07,126,59,6,30.89005235602094,
