dataset,config,fold,seed,method,cost_ratio,C_rev,B,alpha_truth,alpha_lie,total_nominal_budget,q_truth,q_lie,n_test,n_truth,n_lie,n_reject,n_accept,n_singleton,n_empty,n_ambiguous,n_fp,n_fn,n_tp,n_tn,fp_rate,fn_rate,reject_rate,decision_coverage,acceptance_rate,label_coverage,label_coverage_truth,label_coverage_lie,total_cost,expected_cost
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,0.25,0.8,0.10500000000000001,0.0105,0.07718875192604006,0.4671020805835724,0.9571177586913109,617,405,212,521,96,96,0,521,38,3,46,9,0.09382716049382717,0.014150943396226415,0.8444084278768234,0.15559157212317667,0.15559157212317667,0.93354943273906,0.9061728395061729,0.9858490566037735,198.25,0.3213128038897893
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,0.25,0.8,0.049999999999999996,0.049999999999999996,0.049999999999999996,0.6464799046516418,0.9315944164991379,617,405,212,496,121,121,0,496,15,8,32,66,0.037037037037037035,0.03773584905660377,0.8038897893030794,0.19611021069692058,0.19611021069692058,0.9627228525121556,0.9629629629629629,0.9622641509433962,219.0,0.3549432739059968
SEUMLD,OADNet_text,2,2024,cs_mondrian,10.0,0.5,,0.1,0.01,0.07351309707241911,0.4816460907459259,0.9571177586913109,617,405,212,527,90,90,0,527,34,3,44,9,0.08395061728395062,0.014150943396226415,0.8541329011345219,0.1458670988654781,0.1458670988654781,0.940032414910859,0.9160493827160494,0.9858490566037735,327.5,0.5307941653160454
SEUMLD,OADNet_text,2,2024,s1_reverse,10.0,0.5,,0.01,0.1,0.036486902927580896,0.8652374744415283,0.904462069272995,617,405,212,515,102,102,0,515,0,14,2,86,0.0,0.0660377358490566,0.8346839546191248,0.16531604538087522,0.16531604538087522,0.9773095623987034,1.0,0.9339622641509434,397.5,0.6442463533225283
SEUMLD,OADNet_text,2,2024,s3_empirical_equal_risk,10.0,0.5,,0.077,0.06515183246073303,0.07351309707241911,0.5526000261306763,0.9231696426868439,617,405,212,472,145,145,0,472,23,10,39,73,0.056790123456790124,0.04716981132075472,0.7649918962722853,0.23500810372771475,0.23500810372771475,0.946515397082658,0.9432098765432099,0.9528301886792453,359.0,0.5818476499189628
SEUMLD,OADNet_text,2,2024,s4_prevalence_inverse,10.0,0.5,,0.052085152838427955,0.12489528795811519,0.07351309707241911,0.6432568430900574,0.8888382539153099,617,405,212,448,169,169,0,448,15,20,32,102,0.037037037037037035,0.09433962264150944,0.7260940032414911,0.2739059967585089,0.2739059967585089,0.9432739059967585,0.9629629629629629,0.9056603773584906,439.0,0.7115072933549432
SEUMLD,OADNet_text,2,2024,s5_exact_budget_match,10.0,0.5,,0.07351309707241911,0.07351309707241911,0.07351309707241911,0.577250063419342,0.9176592826843262,617,405,212,470,147,147,0,470,21,12,35,79,0.05185185185185185,0.05660377358490566,0.7617504051863857,0.23824959481361427,0.23824959481361427,0.946515397082658,0.9481481481481482,0.9433962264150944,376.0,0.6094003241491086
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,0.5,0.6,0.315,0.0315,0.23156625577812018,0.29825085401535034,0.9382971823215485,617,405,212,379,238,238,0,379,97,8,72,61,0.23950617283950618,0.03773584905660377,0.6142625607779578,0.3857374392220421,0.3857374392220421,0.8298217179902755,0.7604938271604939,0.9622641509433962,366.5,0.5940032414910859
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,0.5,0.6,0.135,0.135,0.135,0.409179151058197,0.8709592372179031,617,405,212,352,265,265,0,352,59,27,54,125,0.145679012345679,0.12735849056603774,0.5705024311183144,0.42949756888168555,0.42949756888168555,0.8606158833063209,0.854320987654321,0.8726415094339622,505.0,0.8184764991896273
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,0.5,0.7,0.21000000000000002,0.021,0.15437750385208013,0.29825085401535034,0.9524598009884357,617,405,212,409,208,208,0,409,97,6,72,33,0.23950617283950618,0.02830188679245283,0.6628849270664505,0.3371150729335494,0.3371150729335494,0.833063209076175,0.7604938271604939,0.9716981132075472,361.5,0.5858995137763371
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,0.5,0.7,0.085,0.085,0.085,0.511137068271637,0.9096429422497749,617,405,212,452,165,165,0,452,29,13,41,82,0.07160493827160494,0.06132075471698113,0.7325769854132901,0.26742301458670986,0.26742301458670986,0.9319286871961102,0.928395061728395,0.9386792452830188,385.0,0.6239870340356564
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,0.5,0.8,0.10500000000000001,0.0105,0.07718875192604006,0.4671020805835724,0.9571177586913109,617,405,212,521,96,96,0,521,38,3,46,9,0.09382716049382717,0.014150943396226415,0.8444084278768234,0.15559157212317667,0.15559157212317667,0.93354943273906,0.9061728395061729,0.9858490566037735,328.5,0.5324149108589952
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,0.5,0.8,0.049999999999999996,0.049999999999999996,0.049999999999999996,0.6464799046516418,0.9315944164991379,617,405,212,496,121,121,0,496,15,8,32,66,0.037037037037037035,0.03773584905660377,0.8038897893030794,0.19611021069692058,0.19611021069692058,0.9627228525121556,0.9629629629629629,0.9622641509433962,343.0,0.5559157212317666
SEUMLD,OADNet_text,2,2024,cs_mondrian,10.0,1.0,,0.1,0.01,0.07351309707241911,0.4816460907459259,0.9571177586913109,617,405,212,527,90,90,0,527,34,3,44,9,0.08395061728395062,0.014150943396226415,0.8541329011345219,0.1458670988654781,0.1458670988654781,0.940032414910859,0.9160493827160494,0.9858490566037735,591.0,0.9578606158833063
SEUMLD,OADNet_text,2,2024,s1_reverse,10.0,1.0,,0.01,0.1,0.036486902927580896,0.8652374744415283,0.904462069272995,617,405,212,515,102,102,0,515,0,14,2,86,0.0,0.0660377358490566,0.8346839546191248,0.16531604538087522,0.16531604538087522,0.9773095623987034,1.0,0.9339622641509434,655.0,1.0615883306320908
SEUMLD,OADNet_text,2,2024,s3_empirical_equal_risk,10.0,1.0,,0.077,0.06515183246073303,0.07351309707241911,0.5526000261306763,0.9231696426868439,617,405,212,472,145,145,0,472,23,10,39,73,0.056790123456790124,0.04716981132075472,0.7649918962722853,0.23500810372771475,0.23500810372771475,0.946515397082658,0.9432098765432099,0.9528301886792453,595.0,0.9643435980551054
SEUMLD,OADNet_text,2,2024,s4_prevalence_inverse,10.0,1.0,,0.052085152838427955,0.12489528795811519,0.07351309707241911,0.6432568430900574,0.8888382539153099,617,405,212,448,169,169,0,448,15,20,32,102,0.037037037037037035,0.09433962264150944,0.7260940032414911,0.2739059967585089,0.2739059967585089,0.9432739059967585,0.9629629629629629,0.9056603773584906,663.0,1.0745542949756888
SEUMLD,OADNet_text,2,2024,s5_exact_budget_match,10.0,1.0,,0.07351309707241911,0.07351309707241911,0.07351309707241911,0.577250063419342,0.9176592826843262,617,405,212,470,147,147,0,470,21,12,35,79,0.05185185185185185,0.05660377358490566,0.7617504051863857,0.23824959481361427,0.23824959481361427,0.946515397082658,0.9481481481481482,0.9433962264150944,611.0,0.9902755267423015
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,1.0,0.6,0.47000000000000003,0.047,0.3455115562403698,0.2812314033508301,0.9315944164991379,617,405,212,275,342,342,0,275,145,8,123,66,0.35802469135802467,0.03773584905660377,0.44570502431118314,0.5542949756888168,0.5542949756888168,0.7520259319286872,0.6419753086419753,0.9622641509433962,500.0,0.8103727714748784
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,1.0,0.6,0.22,0.22,0.22,0.29825085401535034,0.7977607846260071,617,405,212,231,386,386,0,231,97,42,72,175,0.23950617283950618,0.19811320754716982,0.37439222042139386,0.6256077795786061,0.6256077795786061,0.7747163695299838,0.7604938271604939,0.8018867924528302,748.0,1.2123176661264181
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,1.0,0.7,0.47000000000000003,0.047,0.3455115562403698,0.2812314033508301,0.9315944164991379,617,405,212,275,342,342,0,275,145,8,123,66,0.35802469135802467,0.03773584905660377,0.44570502431118314,0.5542949756888168,0.5542949756888168,0.7520259319286872,0.6419753086419753,0.9622641509433962,500.0,0.8103727714748784
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,1.0,0.7,0.085,0.085,0.085,0.511137068271637,0.9096429422497749,617,405,212,452,165,165,0,452,29,13,41,82,0.07160493827160494,0.06132075471698113,0.7325769854132901,0.26742301458670986,0.26742301458670986,0.9319286871961102,0.928395061728395,0.9386792452830188,611.0,0.9902755267423015
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,1.0,0.8,0.47000000000000003,0.047,0.3455115562403698,0.2812314033508301,0.9315944164991379,617,405,212,275,342,342,0,275,145,8,123,66,0.35802469135802467,0.03773584905660377,0.44570502431118314,0.5542949756888168,0.5542949756888168,0.7520259319286872,0.6419753086419753,0.9622641509433962,500.0,0.8103727714748784
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,1.0,0.8,0.049999999999999996,0.049999999999999996,0.049999999999999996,0.6464799046516418,0.9315944164991379,617,405,212,496,121,121,0,496,15,8,32,66,0.037037037037037035,0.03773584905660377,0.8038897893030794,0.19611021069692058,0.19611021069692058,0.9627228525121556,0.9629629629629629,0.9622641509433962,591.0,0.9578606158833063
SEUMLD,OADNet_text,2,2024,cs_mondrian,10.0,2.0,,0.1,0.01,0.07351309707241911,0.4816460907459259,0.9571177586913109,617,405,212,527,90,90,0,527,34,3,44,9,0.08395061728395062,0.014150943396226415,0.8541329011345219,0.1458670988654781,0.1458670988654781,0.940032414910859,0.9160493827160494,0.9858490566037735,1118.0,1.8119935170178283
SEUMLD,OADNet_text,2,2024,s1_reverse,10.0,2.0,,0.01,0.1,0.036486902927580896,0.8652374744415283,0.904462069272995,617,405,212,515,102,102,0,515,0,14,2,86,0.0,0.0660377358490566,0.8346839546191248,0.16531604538087522,0.16531604538087522,0.9773095623987034,1.0,0.9339622641509434,1170.0,1.8962722852512155
SEUMLD,OADNet_text,2,2024,s3_empirical_equal_risk,10.0,2.0,,0.077,0.06515183246073303,0.07351309707241911,0.5526000261306763,0.9231696426868439,617,405,212,472,145,145,0,472,23,10,39,73,0.056790123456790124,0.04716981132075472,0.7649918962722853,0.23500810372771475,0.23500810372771475,0.946515397082658,0.9432098765432099,0.9528301886792453,1067.0,1.7293354943273906
SEUMLD,OADNet_text,2,2024,s4_prevalence_inverse,10.0,2.0,,0.052085152838427955,0.12489528795811519,0.07351309707241911,0.6432568430900574,0.8888382539153099,617,405,212,448,169,169,0,448,15,20,32,102,0.037037037037037035,0.09433962264150944,0.7260940032414911,0.2739059967585089,0.2739059967585089,0.9432739059967585,0.9629629629629629,0.9056603773584906,1111.0,1.8006482982171799
SEUMLD,OADNet_text,2,2024,s5_exact_budget_match,10.0,2.0,,0.07351309707241911,0.07351309707241911,0.07351309707241911,0.577250063419342,0.9176592826843262,617,405,212,470,147,147,0,470,21,12,35,79,0.05185185185185185,0.05660377358490566,0.7617504051863857,0.23824959481361427,0.23824959481361427,0.946515397082658,0.9481481481481482,0.9433962264150944,1081.0,1.7520259319286873
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,2.0,0.6,0.47000000000000003,0.047,0.3455115562403698,0.2812314033508301,0.9315944164991379,617,405,212,275,342,342,0,275,145,8,123,66,0.35802469135802467,0.03773584905660377,0.44570502431118314,0.5542949756888168,0.5542949756888168,0.7520259319286872,0.6419753086419753,0.9622641509433962,775.0,1.2560777957860616
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,2.0,0.6,0.22,0.22,0.22,0.29825085401535034,0.7977607846260071,617,405,212,231,386,386,0,231,97,42,72,175,0.23950617283950618,0.19811320754716982,0.37439222042139386,0.6256077795786061,0.6256077795786061,0.7747163695299838,0.7604938271604939,0.8018867924528302,979.0,1.586709886547812
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,2.0,0.7,0.47000000000000003,0.047,0.3455115562403698,0.2812314033508301,0.9315944164991379,617,405,212,275,342,342,0,275,145,8,123,66,0.35802469135802467,0.03773584905660377,0.44570502431118314,0.5542949756888168,0.5542949756888168,0.7520259319286872,0.6419753086419753,0.9622641509433962,775.0,1.2560777957860616
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,2.0,0.7,0.22,0.22,0.22,0.29825085401535034,0.7977607846260071,617,405,212,231,386,386,0,231,97,42,72,175,0.23950617283950618,0.19811320754716982,0.37439222042139386,0.6256077795786061,0.6256077795786061,0.7747163695299838,0.7604938271604939,0.8018867924528302,979.0,1.586709886547812
SEUMLD,OADNet_text,2,2024,cs_budget_selected,10.0,2.0,0.8,0.47000000000000003,0.047,0.3455115562403698,0.2812314033508301,0.9315944164991379,617,405,212,275,342,342,0,275,145,8,123,66,0.35802469135802467,0.03773584905660377,0.44570502431118314,0.5542949756888168,0.5542949756888168,0.7520259319286872,0.6419753086419753,0.9622641509433962,775.0,1.2560777957860616
SEUMLD,OADNet_text,2,2024,s2_oracle_scalar_alpha,10.0,2.0,0.8,0.22,0.22,0.22,0.29825085401535034,0.7977607846260071,617,405,212,231,386,386,0,231,97,42,72,175,0.23950617283950618,0.19811320754716982,0.37439222042139386,0.6256077795786061,0.6256077795786061,0.7747163695299838,0.7604938271604939,0.8018867924528302,979.0,1.586709886547812
SEUMLD,OADNet_text,2,2026,cs_mondrian,1.0,0.25,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,156.75,0.2540518638573744
SEUMLD,OADNet_text,2,2026,s1_reverse,1.0,0.25,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,156.75,0.2540518638573744
SEUMLD,OADNet_text,2,2026,s3_empirical_equal_risk,1.0,0.25,,0.101,0.0976020942408377,0.1,0.3981517553329468,0.8770933449268341,617,405,212,415,202,202,0,415,42,15,50,95,0.1037037037037037,0.07075471698113207,0.6726094003241491,0.3273905996758509,0.3273905996758509,0.9076175040518638,0.8962962962962963,0.9292452830188679,160.75,0.26053484602917343
SEUMLD,OADNet_text,2,2026,s4_prevalence_inverse,1.0,0.25,,0.07085152838427948,0.1698952879581152,0.1,0.4644264280796051,0.837619960308075,617,405,212,372,245,245,0,372,26,31,43,145,0.06419753086419754,0.14622641509433962,0.6029173419773096,0.39708265802269044,0.39708265802269044,0.9076175040518638,0.9358024691358025,0.8537735849056604,150.0,0.24311183144246354
SEUMLD,OADNet_text,2,2026,s5_exact_budget_match,1.0,0.25,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,156.75,0.2540518638573744
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,0.25,0.6,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.373788446187973,0.8623993545770645,617,405,212,367,250,250,0,367,56,23,50,121,0.1382716049382716,0.10849056603773585,0.5948136142625607,0.4051863857374392,0.4051863857374392,0.8719611021069692,0.8617283950617284,0.8915094339622641,170.75,0.276742301458671
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,0.25,0.6,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.373788446187973,0.8623993545770645,617,405,212,367,250,250,0,367,56,23,50,121,0.1382716049382716,0.10849056603773585,0.5948136142625607,0.4051863857374392,0.4051863857374392,0.8719611021069692,0.8617283950617284,0.8915094339622641,170.75,0.276742301458671
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,0.25,0.7,0.08,0.08,0.07999999999999999,0.4556153118610382,0.8820817470550537,617,405,212,445,172,172,0,445,27,13,44,88,0.06666666666666667,0.06132075471698113,0.7212317666126418,0.2787682333873582,0.2787682333873582,0.9351701782820098,0.9333333333333333,0.9386792452830188,151.25,0.24513776337115073
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,0.25,0.7,0.08,0.08,0.08,0.4556153118610382,0.8820817470550537,617,405,212,445,172,172,0,445,27,13,44,88,0.06666666666666667,0.06132075471698113,0.7212317666126418,0.2787682333873582,0.2787682333873582,0.9351701782820098,0.9333333333333333,0.9386792452830188,151.25,0.24513776337115073
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,0.25,0.8,0.055,0.055,0.05499999999999999,0.5302829742431641,0.9008278250694275,617,405,212,495,122,122,0,495,12,8,34,68,0.02962962962962963,0.03773584905660377,0.8022690437601296,0.19773095623987033,0.19773095623987033,0.9675850891410048,0.9703703703703703,0.9622641509433962,143.75,0.23298217179902755
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,0.25,0.8,0.055,0.055,0.055,0.5302829742431641,0.9008278250694275,617,405,212,495,122,122,0,495,12,8,34,68,0.02962962962962963,0.03773584905660377,0.8022690437601296,0.19773095623987033,0.19773095623987033,0.9675850891410048,0.9703703703703703,0.9622641509433962,143.75,0.23298217179902755
SEUMLD,OADNet_text,2,2026,cs_mondrian,1.0,0.5,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,258.5,0.4189627228525122
SEUMLD,OADNet_text,2,2026,s1_reverse,1.0,0.5,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,258.5,0.4189627228525122
SEUMLD,OADNet_text,2,2026,s3_empirical_equal_risk,1.0,0.5,,0.101,0.0976020942408377,0.1,0.3981517553329468,0.8770933449268341,617,405,212,415,202,202,0,415,42,15,50,95,0.1037037037037037,0.07075471698113207,0.6726094003241491,0.3273905996758509,0.3273905996758509,0.9076175040518638,0.8962962962962963,0.9292452830188679,264.5,0.4286871961102107
SEUMLD,OADNet_text,2,2026,s4_prevalence_inverse,1.0,0.5,,0.07085152838427948,0.1698952879581152,0.1,0.4644264280796051,0.837619960308075,617,405,212,372,245,245,0,372,26,31,43,145,0.06419753086419754,0.14622641509433962,0.6029173419773096,0.39708265802269044,0.39708265802269044,0.9076175040518638,0.9358024691358025,0.8537735849056604,243.0,0.39384116693679094
SEUMLD,OADNet_text,2,2026,s5_exact_budget_match,1.0,0.5,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,258.5,0.4189627228525122
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,0.5,0.6,0.485,0.485,0.48499999999999993,0.21806147694587708,0.7369132041931152,617,405,212,96,521,521,96,0,104,93,85,239,0.25679012345679014,0.4386792452830189,0.15559157212317667,0.8444084278768234,0.8444084278768234,0.5251215559157212,0.5901234567901235,0.4009433962264151,245.0,0.39708265802269044
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,0.5,0.6,0.485,0.485,0.485,0.21806147694587708,0.7369132041931152,617,405,212,96,521,521,96,0,104,93,85,239,0.25679012345679014,0.4386792452830189,0.15559157212317667,0.8444084278768234,0.8444084278768234,0.5251215559157212,0.5901234567901235,0.4009433962264151,245.0,0.39708265802269044
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,0.5,0.7,0.485,0.485,0.48499999999999993,0.21806147694587708,0.7369132041931152,617,405,212,96,521,521,96,0,104,93,85,239,0.25679012345679014,0.4386792452830189,0.15559157212317667,0.8444084278768234,0.8444084278768234,0.5251215559157212,0.5901234567901235,0.4009433962264151,245.0,0.39708265802269044
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,0.5,0.7,0.485,0.485,0.485,0.21806147694587708,0.7369132041931152,617,405,212,96,521,521,96,0,104,93,85,239,0.25679012345679014,0.4386792452830189,0.15559157212317667,0.8444084278768234,0.8444084278768234,0.5251215559157212,0.5901234567901235,0.4009433962264151,245.0,0.39708265802269044
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,0.5,0.8,0.485,0.485,0.48499999999999993,0.21806147694587708,0.7369132041931152,617,405,212,96,521,521,96,0,104,93,85,239,0.25679012345679014,0.4386792452830189,0.15559157212317667,0.8444084278768234,0.8444084278768234,0.5251215559157212,0.5901234567901235,0.4009433962264151,245.0,0.39708265802269044
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,0.5,0.8,0.485,0.485,0.485,0.21806147694587708,0.7369132041931152,617,405,212,96,521,521,96,0,104,93,85,239,0.25679012345679014,0.4386792452830189,0.15559157212317667,0.8444084278768234,0.8444084278768234,0.5251215559157212,0.5901234567901235,0.4009433962264151,245.0,0.39708265802269044
SEUMLD,OADNet_text,2,2026,cs_mondrian,1.0,1.0,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,462.0,0.7487844408427877
SEUMLD,OADNet_text,2,2026,s1_reverse,1.0,1.0,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,462.0,0.7487844408427877
SEUMLD,OADNet_text,2,2026,s3_empirical_equal_risk,1.0,1.0,,0.101,0.0976020942408377,0.1,0.3981517553329468,0.8770933449268341,617,405,212,415,202,202,0,415,42,15,50,95,0.1037037037037037,0.07075471698113207,0.6726094003241491,0.3273905996758509,0.3273905996758509,0.9076175040518638,0.8962962962962963,0.9292452830188679,472.0,0.7649918962722853
SEUMLD,OADNet_text,2,2026,s4_prevalence_inverse,1.0,1.0,,0.07085152838427948,0.1698952879581152,0.1,0.4644264280796051,0.837619960308075,617,405,212,372,245,245,0,372,26,31,43,145,0.06419753086419754,0.14622641509433962,0.6029173419773096,0.39708265802269044,0.39708265802269044,0.9076175040518638,0.9358024691358025,0.8537735849056604,429.0,0.6952998379254457
SEUMLD,OADNet_text,2,2026,s5_exact_budget_match,1.0,1.0,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,462.0,0.7487844408427877
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,1.0,0.6,0.385,0.385,0.385,0.22439520061016083,0.7795785814523697,617,405,212,3,614,614,0,3,159,94,118,243,0.3925925925925926,0.44339622641509435,0.004862236628849271,0.9951377633711507,0.9951377633711507,0.5899513776337115,0.6074074074074074,0.5566037735849056,256.0,0.41491085899513774
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,1.0,0.6,0.385,0.385,0.385,0.22439520061016083,0.7795785814523697,617,405,212,3,614,614,0,3,159,94,118,243,0.3925925925925926,0.44339622641509435,0.004862236628849271,0.9951377633711507,0.9951377633711507,0.5899513776337115,0.6074074074074074,0.5566037735849056,256.0,0.41491085899513774
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,1.0,0.7,0.385,0.385,0.385,0.22439520061016083,0.7795785814523697,617,405,212,3,614,614,0,3,159,94,118,243,0.3925925925925926,0.44339622641509435,0.004862236628849271,0.9951377633711507,0.9951377633711507,0.5899513776337115,0.6074074074074074,0.5566037735849056,256.0,0.41491085899513774
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,1.0,0.7,0.385,0.385,0.385,0.22439520061016083,0.7795785814523697,617,405,212,3,614,614,0,3,159,94,118,243,0.3925925925925926,0.44339622641509435,0.004862236628849271,0.9951377633711507,0.9951377633711507,0.5899513776337115,0.6074074074074074,0.5566037735849056,256.0,0.41491085899513774
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,1.0,0.8,0.385,0.385,0.385,0.22439520061016083,0.7795785814523697,617,405,212,3,614,614,0,3,159,94,118,243,0.3925925925925926,0.44339622641509435,0.004862236628849271,0.9951377633711507,0.9951377633711507,0.5899513776337115,0.6074074074074074,0.5566037735849056,256.0,0.41491085899513774
SEUMLD,OADNet_text,2,2026,s2_oracle_scalar_alpha,1.0,1.0,0.8,0.385,0.385,0.385,0.22439520061016083,0.7795785814523697,617,405,212,3,614,614,0,3,159,94,118,243,0.3925925925925926,0.44339622641509435,0.004862236628849271,0.9951377633711507,0.9951377633711507,0.5899513776337115,0.6074074074074074,0.5566037735849056,256.0,0.41491085899513774
SEUMLD,OADNet_text,2,2026,cs_mondrian,1.0,2.0,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,869.0,1.4084278768233387
SEUMLD,OADNet_text,2,2026,s1_reverse,1.0,2.0,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,869.0,1.4084278768233387
SEUMLD,OADNet_text,2,2026,s3_empirical_equal_risk,1.0,2.0,,0.101,0.0976020942408377,0.1,0.3981517553329468,0.8770933449268341,617,405,212,415,202,202,0,415,42,15,50,95,0.1037037037037037,0.07075471698113207,0.6726094003241491,0.3273905996758509,0.3273905996758509,0.9076175040518638,0.8962962962962963,0.9292452830188679,887.0,1.4376012965964344
SEUMLD,OADNet_text,2,2026,s4_prevalence_inverse,1.0,2.0,,0.07085152838427948,0.1698952879581152,0.1,0.4644264280796051,0.837619960308075,617,405,212,372,245,245,0,372,26,31,43,145,0.06419753086419754,0.14622641509433962,0.6029173419773096,0.39708265802269044,0.39708265802269044,0.9076175040518638,0.9358024691358025,0.8537735849056604,801.0,1.2982171799027553
SEUMLD,OADNet_text,2,2026,s5_exact_budget_match,1.0,2.0,,0.1,0.1,0.1,0.40546950697898865,0.8744686990976334,617,405,212,407,210,210,0,407,39,16,49,106,0.0962962962962963,0.07547169811320754,0.6596434359805511,0.34035656401944897,0.34035656401944897,0.9108589951377634,0.9037037037037037,0.9245283018867925,869.0,1.4084278768233387
SEUMLD,OADNet_text,2,2026,cs_budget_selected,1.0,2.0,0.6,0.385,0.385,0.385,0.22439520061016083,0.7795785814523697,617,405,212,3,614,614,0,3,159,94,118,243,0.3925925925925926,0.44339622641509435,0.004862236628849271,0.9951377633711507,0.9951377633711507,0.5899513776337115,0.6074074074074074,0.5566037735849056,259.0,0.419773095623987
