dataset,config,fold,seed,method,cost_ratio,C_rev,B,alpha_truth,alpha_lie,total_nominal_budget,q_truth,q_lie,n_test,n_truth,n_lie,n_reject,n_accept,n_singleton,n_empty,n_ambiguous,n_fp,n_fn,n_tp,n_tn,fp_rate,fn_rate,reject_rate,decision_coverage,acceptance_rate,label_coverage,label_coverage_truth,label_coverage_lie,total_cost,expected_cost
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,0.25,0.8,0.055,0.055,0.055,0.8516336679458618,0.9080247208476067,934,583,351,699,235,235,0,699,33,27,46,129,0.05660377358490566,0.07692307692307693,0.7483940042826552,0.25160599571734477,0.25160599571734477,0.9357601713062098,0.9433962264150944,0.9230769230769231,477.75,0.5115096359743041
MDPE,OADNet_text,2,123,cs_mondrian,10.0,0.5,,0.1,0.01,0.06625,0.7942160367965698,0.9788795560598373,934,583,351,753,181,181,0,753,60,5,69,47,0.10291595197255575,0.014245014245014245,0.8062098501070664,0.1937901498929336,0.1937901498929336,0.930406852248394,0.8970840480274442,0.9857549857549858,486.5,0.5208779443254818
MDPE,OADNet_text,2,123,s1_reverse,10.0,0.5,,0.01,0.1,0.043750000000000004,0.9271851181983948,0.8541562259197235,934,583,351,693,241,241,0,693,9,46,12,174,0.015437392795883362,0.13105413105413105,0.7419700214132763,0.2580299785867238,0.2580299785867238,0.9411134903640257,0.9845626072041166,0.8689458689458689,815.5,0.8731263383297645
MDPE,OADNet_text,2,123,s3_empirical_equal_risk,10.0,0.5,,0.079,0.045000000000000005,0.06625,0.8194347620010376,0.9127569049596786,934,583,351,681,253,253,0,681,45,25,59,124,0.07718696397941681,0.07122507122507123,0.7291220556745182,0.2708779443254818,0.2708779443254818,0.9250535331905781,0.9228130360205832,0.9287749287749287,635.5,0.680406852248394
MDPE,OADNet_text,2,123,s4_prevalence_inverse,10.0,0.5,,0.053000000000000005,0.08833333333333333,0.06625,0.851706326007843,0.8669695109128952,934,583,351,651,283,283,0,651,33,41,46,163,0.05660377358490566,0.1168091168091168,0.6970021413276232,0.3029978586723769,0.3029978586723769,0.9207708779443254,0.9433962264150944,0.8831908831908832,768.5,0.8228051391862955
MDPE,OADNet_text,2,123,s5_exact_budget_match,10.0,0.5,,0.06625,0.06625,0.06625,0.8411052823066711,0.8972830399870872,934,583,351,671,263,263,0,671,37,34,53,139,0.0634648370497427,0.09686609686609686,0.7184154175588865,0.2815845824411135,0.2815845824411135,0.923982869379015,0.9365351629502573,0.9031339031339032,712.5,0.762847965738758
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,0.5,0.6,0.3,0.03,0.19875,0.5707536339759827,0.9386950768530369,934,583,351,509,425,425,0,509,154,19,152,100,0.2641509433962264,0.05413105413105413,0.5449678800856531,0.4550321199143469,0.4550321199143469,0.8147751605995718,0.7358490566037735,0.9458689458689459,598.5,0.6407922912205567
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,0.5,0.6,0.155,0.155,0.155,0.7313070297241211,0.81154865026474,934,583,351,484,450,450,0,484,88,55,91,216,0.1509433962264151,0.15669515669515668,0.5182012847965739,0.4817987152034261,0.4817987152034261,0.8468950749464668,0.8490566037735849,0.8433048433048433,880.0,0.9421841541755889
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,0.5,0.7,0.21000000000000002,0.021,0.139125,0.6721798181533813,0.948402464389801,934,583,351,617,317,317,0,617,112,14,105,86,0.19210977701543738,0.039886039886039885,0.6605995717344754,0.33940042826552463,0.33940042826552463,0.8650963597430407,0.8078902229845626,0.9601139601139601,560.5,0.6001070663811563
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,0.5,0.7,0.1,0.1,0.1,0.7942160367965698,0.8541562259197235,934,583,351,585,349,349,0,585,60,46,69,174,0.10291595197255575,0.13105413105413105,0.6263383297644539,0.37366167023554603,0.37366167023554603,0.8865096359743041,0.8970840480274442,0.8689458689458689,812.5,0.869914346895075
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,0.5,0.8,0.195,0.0195,0.1291875,0.6876792907714844,0.9621828943490982,934,583,351,644,290,290,0,644,107,8,103,72,0.1835334476843911,0.022792022792022793,0.6895074946466809,0.31049250535331907,0.31049250535331907,0.8768736616702355,0.8164665523156089,0.9772079772079773,509.0,0.5449678800856531
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,0.5,0.8,0.06,0.06,0.06,0.8503590226173401,0.9019003361463547,934,583,351,690,244,244,0,690,33,29,47,135,0.05660377358490566,0.08262108262108261,0.7387580299785867,0.26124197002141325,0.26124197002141325,0.9336188436830836,0.9433962264150944,0.9173789173789174,668.0,0.715203426124197
MDPE,OADNet_text,2,123,cs_mondrian,10.0,1.0,,0.1,0.01,0.06625,0.7942160367965698,0.9788795560598373,934,583,351,753,181,181,0,753,60,5,69,47,0.10291595197255575,0.014245014245014245,0.8062098501070664,0.1937901498929336,0.1937901498929336,0.930406852248394,0.8970840480274442,0.9857549857549858,863.0,0.923982869379015
MDPE,OADNet_text,2,123,s1_reverse,10.0,1.0,,0.01,0.1,0.043750000000000004,0.9271851181983948,0.8541562259197235,934,583,351,693,241,241,0,693,9,46,12,174,0.015437392795883362,0.13105413105413105,0.7419700214132763,0.2580299785867238,0.2580299785867238,0.9411134903640257,0.9845626072041166,0.8689458689458689,1162.0,1.2441113490364026
MDPE,OADNet_text,2,123,s3_empirical_equal_risk,10.0,1.0,,0.079,0.045000000000000005,0.06625,0.8194347620010376,0.9127569049596786,934,583,351,681,253,253,0,681,45,25,59,124,0.07718696397941681,0.07122507122507123,0.7291220556745182,0.2708779443254818,0.2708779443254818,0.9250535331905781,0.9228130360205832,0.9287749287749287,976.0,1.044967880085653
MDPE,OADNet_text,2,123,s4_prevalence_inverse,10.0,1.0,,0.053000000000000005,0.08833333333333333,0.06625,0.851706326007843,0.8669695109128952,934,583,351,651,283,283,0,651,33,41,46,163,0.05660377358490566,0.1168091168091168,0.6970021413276232,0.3029978586723769,0.3029978586723769,0.9207708779443254,0.9433962264150944,0.8831908831908832,1094.0,1.171306209850107
MDPE,OADNet_text,2,123,s5_exact_budget_match,10.0,1.0,,0.06625,0.06625,0.06625,0.8411052823066711,0.8972830399870872,934,583,351,671,263,263,0,671,37,34,53,139,0.0634648370497427,0.09686609686609686,0.7184154175588865,0.2815845824411135,0.2815845824411135,0.923982869379015,0.9365351629502573,0.9031339031339032,1048.0,1.1220556745182013
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,1.0,0.6,0.465,0.0465,0.3080625,0.3690609037876129,0.9127569049596786,934,583,351,294,640,640,0,294,260,25,231,124,0.44596912521440824,0.07122507122507123,0.3147751605995717,0.6852248394004282,0.6852248394004282,0.6948608137044968,0.5540308747855918,0.9287749287749287,804.0,0.860813704496788
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,1.0,0.6,0.16,0.16,0.16,0.7272809743881226,0.8100726902484894,934,583,351,477,457,457,0,477,91,55,94,217,0.15608919382504288,0.15669515669515668,0.5107066381156317,0.4892933618843683,0.4892933618843683,0.8436830835117773,0.8439108061749572,0.8433048433048433,1118.0,1.197002141327623
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,1.0,0.7,0.465,0.0465,0.3080625,0.3690609037876129,0.9127569049596786,934,583,351,294,640,640,0,294,260,25,231,124,0.44596912521440824,0.07122507122507123,0.3147751605995717,0.6852248394004282,0.6852248394004282,0.6948608137044968,0.5540308747855918,0.9287749287749287,804.0,0.860813704496788
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,1.0,0.7,0.1,0.1,0.1,0.7942160367965698,0.8541562259197235,934,583,351,585,349,349,0,585,60,46,69,174,0.10291595197255575,0.13105413105413105,0.6263383297644539,0.37366167023554603,0.37366167023554603,0.8865096359743041,0.8970840480274442,0.8689458689458689,1105.0,1.183083511777302
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,1.0,0.8,0.465,0.0465,0.3080625,0.3690609037876129,0.9127569049596786,934,583,351,294,640,640,0,294,260,25,231,124,0.44596912521440824,0.07122507122507123,0.3147751605995717,0.6852248394004282,0.6852248394004282,0.6948608137044968,0.5540308747855918,0.9287749287749287,804.0,0.860813704496788
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,1.0,0.8,0.085,0.085,0.085,0.8141050338745117,0.8750979527831078,934,583,351,636,298,298,0,636,49,39,59,151,0.08404802744425385,0.1111111111111111,0.6809421841541756,0.31905781584582443,0.31905781584582443,0.9057815845824411,0.9159519725557461,0.8888888888888888,1075.0,1.1509635974304069
MDPE,OADNet_text,2,123,cs_mondrian,10.0,2.0,,0.1,0.01,0.06625,0.7942160367965698,0.9788795560598373,934,583,351,753,181,181,0,753,60,5,69,47,0.10291595197255575,0.014245014245014245,0.8062098501070664,0.1937901498929336,0.1937901498929336,0.930406852248394,0.8970840480274442,0.9857549857549858,1616.0,1.7301927194860813
MDPE,OADNet_text,2,123,s1_reverse,10.0,2.0,,0.01,0.1,0.043750000000000004,0.9271851181983948,0.8541562259197235,934,583,351,693,241,241,0,693,9,46,12,174,0.015437392795883362,0.13105413105413105,0.7419700214132763,0.2580299785867238,0.2580299785867238,0.9411134903640257,0.9845626072041166,0.8689458689458689,1855.0,1.9860813704496787
MDPE,OADNet_text,2,123,s3_empirical_equal_risk,10.0,2.0,,0.079,0.045000000000000005,0.06625,0.8194347620010376,0.9127569049596786,934,583,351,681,253,253,0,681,45,25,59,124,0.07718696397941681,0.07122507122507123,0.7291220556745182,0.2708779443254818,0.2708779443254818,0.9250535331905781,0.9228130360205832,0.9287749287749287,1657.0,1.7740899357601714
MDPE,OADNet_text,2,123,s4_prevalence_inverse,10.0,2.0,,0.053000000000000005,0.08833333333333333,0.06625,0.851706326007843,0.8669695109128952,934,583,351,651,283,283,0,651,33,41,46,163,0.05660377358490566,0.1168091168091168,0.6970021413276232,0.3029978586723769,0.3029978586723769,0.9207708779443254,0.9433962264150944,0.8831908831908832,1745.0,1.86830835117773
MDPE,OADNet_text,2,123,s5_exact_budget_match,10.0,2.0,,0.06625,0.06625,0.06625,0.8411052823066711,0.8972830399870872,934,583,351,671,263,263,0,671,37,34,53,139,0.0634648370497427,0.09686609686609686,0.7184154175588865,0.2815845824411135,0.2815845824411135,0.923982869379015,0.9365351629502573,0.9031339031339032,1719.0,1.8404710920770877
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,2.0,0.6,0.495,0.0495,0.3279375,0.3348197340965271,0.9102548733353615,934,583,351,257,677,677,0,257,274,27,250,126,0.4699828473413379,0.07692307692307693,0.2751605995717345,0.7248394004282656,0.7248394004282656,0.6777301927194861,0.5300171526586621,0.9230769230769231,1058.0,1.1327623126338329
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,2.0,0.6,0.465,0.465,0.465,0.3690609037876129,0.5391973257064819,934,583,351,91,843,843,91,0,210,120,190,323,0.3602058319039451,0.3418803418803419,0.0974304068522484,0.9025695931477516,0.9025695931477516,0.5492505353319058,0.5540308747855918,0.5413105413105413,1592.0,1.7044967880085653
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,2.0,0.7,0.495,0.0495,0.3279375,0.3348197340965271,0.9102548733353615,934,583,351,257,677,677,0,257,274,27,250,126,0.4699828473413379,0.07692307692307693,0.2751605995717345,0.7248394004282656,0.7248394004282656,0.6777301927194861,0.5300171526586621,0.9230769230769231,1058.0,1.1327623126338329
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,2.0,0.7,0.465,0.465,0.465,0.3690609037876129,0.5391973257064819,934,583,351,91,843,843,91,0,210,120,190,323,0.3602058319039451,0.3418803418803419,0.0974304068522484,0.9025695931477516,0.9025695931477516,0.5492505353319058,0.5540308747855918,0.5413105413105413,1592.0,1.7044967880085653
MDPE,OADNet_text,2,123,cs_budget_selected,10.0,2.0,0.8,0.495,0.0495,0.3279375,0.3348197340965271,0.9102548733353615,934,583,351,257,677,677,0,257,274,27,250,126,0.4699828473413379,0.07692307692307693,0.2751605995717345,0.7248394004282656,0.7248394004282656,0.6777301927194861,0.5300171526586621,0.9230769230769231,1058.0,1.1327623126338329
MDPE,OADNet_text,2,123,s2_oracle_scalar_alpha,10.0,2.0,0.8,0.465,0.465,0.465,0.3690609037876129,0.5391973257064819,934,583,351,91,843,843,91,0,210,120,190,323,0.3602058319039451,0.3418803418803419,0.0974304068522484,0.9025695931477516,0.9025695931477516,0.5492505353319058,0.5540308747855918,0.5413105413105413,1592.0,1.7044967880085653
MDPE,OADNet_text,2,2024,cs_mondrian,1.0,0.25,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,245.75,0.2631156316916488
MDPE,OADNet_text,2,2024,s1_reverse,1.0,0.25,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,245.75,0.2631156316916488
MDPE,OADNet_text,2,2024,s3_empirical_equal_risk,1.0,0.25,,0.095,0.10833333333333335,0.1,0.6760406494140625,0.82949198782444,934,583,351,609,325,325,0,609,49,41,68,167,0.08404802744425385,0.1168091168091168,0.6520342612419701,0.34796573875803,0.34796573875803,0.9036402569593148,0.9159519725557461,0.8831908831908832,242.25,0.25936830835117775
MDPE,OADNet_text,2,2024,s4_prevalence_inverse,1.0,0.25,,0.08,0.13333333333333333,0.1,0.6971603035926819,0.8118779063224792,934,583,351,592,342,342,0,592,45,53,60,184,0.07718696397941681,0.150997150997151,0.6338329764453962,0.36616702355460384,0.36616702355460384,0.8950749464668094,0.9228130360205832,0.8490028490028491,246.0,0.2633832976445396
MDPE,OADNet_text,2,2024,s5_exact_budget_match,1.0,0.25,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,245.75,0.2631156316916488
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,0.25,0.6,0.15,0.15,0.15,0.6115115880966187,0.8013512343168259,934,583,351,511,423,423,0,511,74,59,89,201,0.1269296740994854,0.16809116809116809,0.5471092077087795,0.45289079229122053,0.45289079229122053,0.8576017130620985,0.8730703259005146,0.8319088319088319,260.75,0.27917558886509636
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,0.25,0.6,0.15,0.15,0.15,0.6115115880966187,0.8013512343168259,934,583,351,511,423,423,0,511,74,59,89,201,0.1269296740994854,0.16809116809116809,0.5471092077087795,0.45289079229122053,0.45289079229122053,0.8576017130620985,0.8730703259005146,0.8319088319088319,260.75,0.27917558886509636
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,0.25,0.7,0.11,0.11,0.11000000000000001,0.6599145531654358,0.82949198782444,934,583,351,596,338,338,0,596,58,41,72,167,0.09948542024013722,0.1168091168091168,0.6381156316916489,0.3618843683083512,0.3618843683083512,0.8940042826552462,0.9005145797598628,0.8831908831908832,248.0,0.26552462526766596
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,0.25,0.7,0.11,0.11,0.11,0.6599145531654358,0.82949198782444,934,583,351,596,338,338,0,596,58,41,72,167,0.09948542024013722,0.1168091168091168,0.6381156316916489,0.3618843683083512,0.3618843683083512,0.8940042826552462,0.9005145797598628,0.8831908831908832,248.0,0.26552462526766596
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,0.25,0.8,0.055,0.055,0.05500000000000001,0.74092698097229,0.8766902685165405,934,583,351,718,216,216,0,718,25,22,43,126,0.04288164665523156,0.06267806267806268,0.7687366167023555,0.23126338329764454,0.23126338329764454,0.949678800856531,0.9571183533447685,0.9373219373219374,226.5,0.24250535331905781
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,0.25,0.8,0.055,0.055,0.055,0.74092698097229,0.8766902685165405,934,583,351,718,216,216,0,718,25,22,43,126,0.04288164665523156,0.06267806267806268,0.7687366167023555,0.23126338329764454,0.23126338329764454,0.949678800856531,0.9571183533447685,0.9373219373219374,226.5,0.24250535331905781
MDPE,OADNet_text,2,2024,cs_mondrian,1.0,0.5,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,398.5,0.4266595289079229
MDPE,OADNet_text,2,2024,s1_reverse,1.0,0.5,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,398.5,0.4266595289079229
MDPE,OADNet_text,2,2024,s3_empirical_equal_risk,1.0,0.5,,0.095,0.10833333333333335,0.1,0.6760406494140625,0.82949198782444,934,583,351,609,325,325,0,609,49,41,68,167,0.08404802744425385,0.1168091168091168,0.6520342612419701,0.34796573875803,0.34796573875803,0.9036402569593148,0.9159519725557461,0.8831908831908832,394.5,0.42237687366167026
MDPE,OADNet_text,2,2024,s4_prevalence_inverse,1.0,0.5,,0.08,0.13333333333333333,0.1,0.6971603035926819,0.8118779063224792,934,583,351,592,342,342,0,592,45,53,60,184,0.07718696397941681,0.150997150997151,0.6338329764453962,0.36616702355460384,0.36616702355460384,0.8950749464668094,0.9228130360205832,0.8490028490028491,394.0,0.42184154175588867
MDPE,OADNet_text,2,2024,s5_exact_budget_match,1.0,0.5,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,398.5,0.4266595289079229
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,0.5,0.6,0.405,0.405,0.405,0.36886027455329895,0.6560363471508026,934,583,351,35,899,899,0,35,242,134,205,318,0.41509433962264153,0.3817663817663818,0.03747323340471092,0.9625267665952891,0.9625267665952891,0.5974304068522484,0.5849056603773585,0.6182336182336182,393.5,0.4213062098501071
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,0.5,0.6,0.405,0.405,0.405,0.36886027455329895,0.6560363471508026,934,583,351,35,899,899,0,35,242,134,205,318,0.41509433962264153,0.3817663817663818,0.03747323340471092,0.9625267665952891,0.9625267665952891,0.5974304068522484,0.5849056603773585,0.6182336182336182,393.5,0.4213062098501071
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,0.5,0.7,0.405,0.405,0.405,0.36886027455329895,0.6560363471508026,934,583,351,35,899,899,0,35,242,134,205,318,0.41509433962264153,0.3817663817663818,0.03747323340471092,0.9625267665952891,0.9625267665952891,0.5974304068522484,0.5849056603773585,0.6182336182336182,393.5,0.4213062098501071
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,0.5,0.7,0.405,0.405,0.405,0.36886027455329895,0.6560363471508026,934,583,351,35,899,899,0,35,242,134,205,318,0.41509433962264153,0.3817663817663818,0.03747323340471092,0.9625267665952891,0.9625267665952891,0.5974304068522484,0.5849056603773585,0.6182336182336182,393.5,0.4213062098501071
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,0.5,0.8,0.405,0.405,0.405,0.36886027455329895,0.6560363471508026,934,583,351,35,899,899,0,35,242,134,205,318,0.41509433962264153,0.3817663817663818,0.03747323340471092,0.9625267665952891,0.9625267665952891,0.5974304068522484,0.5849056603773585,0.6182336182336182,393.5,0.4213062098501071
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,0.5,0.8,0.405,0.405,0.405,0.36886027455329895,0.6560363471508026,934,583,351,35,899,899,0,35,242,134,205,318,0.41509433962264153,0.3817663817663818,0.03747323340471092,0.9625267665952891,0.9625267665952891,0.5974304068522484,0.5849056603773585,0.6182336182336182,393.5,0.4213062098501071
MDPE,OADNet_text,2,2024,cs_mondrian,1.0,1.0,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,704.0,0.7537473233404711
MDPE,OADNet_text,2,2024,s1_reverse,1.0,1.0,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,704.0,0.7537473233404711
MDPE,OADNet_text,2,2024,s3_empirical_equal_risk,1.0,1.0,,0.095,0.10833333333333335,0.1,0.6760406494140625,0.82949198782444,934,583,351,609,325,325,0,609,49,41,68,167,0.08404802744425385,0.1168091168091168,0.6520342612419701,0.34796573875803,0.34796573875803,0.9036402569593148,0.9159519725557461,0.8831908831908832,699.0,0.7483940042826552
MDPE,OADNet_text,2,2024,s4_prevalence_inverse,1.0,1.0,,0.08,0.13333333333333333,0.1,0.6971603035926819,0.8118779063224792,934,583,351,592,342,342,0,592,45,53,60,184,0.07718696397941681,0.150997150997151,0.6338329764453962,0.36616702355460384,0.36616702355460384,0.8950749464668094,0.9228130360205832,0.8490028490028491,690.0,0.7387580299785867
MDPE,OADNet_text,2,2024,s5_exact_budget_match,1.0,1.0,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,704.0,0.7537473233404711
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,1.0,0.6,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,396.0,0.42398286937901497
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,1.0,0.6,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,396.0,0.42398286937901497
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,1.0,0.7,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,396.0,0.42398286937901497
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,1.0,0.7,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,396.0,0.42398286937901497
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,1.0,0.8,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,396.0,0.42398286937901497
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,1.0,0.8,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,396.0,0.42398286937901497
MDPE,OADNet_text,2,2024,cs_mondrian,1.0,2.0,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,1315.0,1.4079229122055674
MDPE,OADNet_text,2,2024,s1_reverse,1.0,2.0,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,1315.0,1.4079229122055674
MDPE,OADNet_text,2,2024,s3_empirical_equal_risk,1.0,2.0,,0.095,0.10833333333333335,0.1,0.6760406494140625,0.82949198782444,934,583,351,609,325,325,0,609,49,41,68,167,0.08404802744425385,0.1168091168091168,0.6520342612419701,0.34796573875803,0.34796573875803,0.9036402569593148,0.9159519725557461,0.8831908831908832,1308.0,1.4004282655246252
MDPE,OADNet_text,2,2024,s4_prevalence_inverse,1.0,2.0,,0.08,0.13333333333333333,0.1,0.6971603035926819,0.8118779063224792,934,583,351,592,342,342,0,592,45,53,60,184,0.07718696397941681,0.150997150997151,0.6338329764453962,0.36616702355460384,0.36616702355460384,0.8950749464668094,0.9228130360205832,0.8490028490028491,1282.0,1.3725910064239828
MDPE,OADNet_text,2,2024,s5_exact_budget_match,1.0,2.0,,0.1,0.1,0.1,0.667188286781311,0.8347082734107971,934,583,351,611,323,323,0,611,54,39,69,161,0.09262435677530018,0.1111111111111111,0.6541755888650964,0.34582441113490364,0.34582441113490364,0.9004282655246253,0.9073756432246999,0.8888888888888888,1315.0,1.4079229122055674
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,2.0,0.6,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,399.0,0.4271948608137045
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,2.0,0.6,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,399.0,0.4271948608137045
MDPE,OADNet_text,2,2024,cs_budget_selected,1.0,2.0,0.7,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,399.0,0.4271948608137045
MDPE,OADNet_text,2,2024,s2_oracle_scalar_alpha,1.0,2.0,0.7,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3493303656578064,0.6486185789108276,934,583,351,3,931,931,3,0,257,136,213,325,0.44082332761578047,0.38746438746438744,0.0032119914346895075,0.9967880085653105,0.9967880085653105,0.576017130620985,0.5574614065180102,0.6068376068376068,399.0,0.4271948608137045
