C_rev,alpha_lie,alpha_total,alpha_truth,auto_rate,cost_decomp_residual,coverage,err_per_auto,expected_cost,fn_rate,fold,fp_rate,k_lie,k_truth,method,n_fn,n_fp,n_lie,n_lie_calib,n_reject,n_singleton,n_test,n_truth,n_truth_calib,qhat_lie,qhat_truth,r,reject_rate,seed
0.5,0.1,0.1,0.1,0.2943820224719101,0.0,0.9056179775280899,0.32061068702290074,0.49962546816479403,0.10294117647058823,1,0.08549618320610687,186,186,mondrian,70,56,680,205,942,393,1335,655,205,0.642084074328459,0.6513332480167777,2.0,0.7056179775280899,7
0.5,0.02,0.1,0.1,0.18202247191011237,0.0,0.949812734082397,0.2757201646090535,0.49213483146067416,0.016176470588235296,1,0.08549618320610687,202,186,cs_mondrian,11,56,680,205,1092,243,1335,655,205,0.7376658400244767,0.6513332480167777,5.0,0.8179775280898877,7
0.5,0.1,0.1,0.1,0.2943820224719101,0.0,0.9056179775280899,0.32061068702290074,0.6569288389513108,0.10294117647058823,1,0.08549618320610687,186,186,mondrian,70,56,680,205,942,393,1335,655,205,0.642084074328459,0.6513332480167777,5.0,0.7056179775280899,7
0.5,0.01,0.1,0.1,0.1745318352059925,0.0,0.9520599250936329,0.27467811158798283,0.5146067415730337,0.011764705882352941,1,0.08549618320610687,204,186,cs_mondrian,8,56,680,205,1102,233,1335,655,205,0.7476694755125128,0.6513332480167777,10.0,0.8254681647940075,7
0.5,0.1,0.1,0.1,0.2943820224719101,0.0,0.9056179775280899,0.32061068702290074,0.9191011235955057,0.10294117647058823,1,0.08549618320610687,186,186,mondrian,70,56,680,205,942,393,1335,655,205,0.642084074328459,0.6513332480167777,10.0,0.7056179775280899,7
0.5,0.03333333333333333,0.1,0.1,0.2169035153328347,0.0,0.931189229618549,0.31724137931034485,0.4738219895287958,0.013157894736842105,1,0.12710566615620214,200,186,cs_mondrian,9,83,684,205,1047,290,1337,653,205,0.7555863555641505,0.6350809456237936,3.0,0.7830964846671653,42
0.5,0.1,0.1,0.1,0.35228122662677636,0.0,0.8773373223635004,0.3481953290870488,0.5676888556469708,0.11842105263157894,1,0.12710566615620214,186,186,mondrian,81,83,684,205,866,471,1337,653,205,0.6455226984447384,0.6350809456237936,3.0,0.6477187733732236,42
0.5,0.1,0.1,0.1,0.35228122662677636,0.0,0.8773373223635004,0.3481953290870488,0.4465220643231114,0.11842105263157894,1,0.12710566615620214,186,186,cs_mondrian,81,83,684,205,866,471,1337,653,205,0.6455226984447384,0.6350809456237936,1.0,0.6477187733732236,42
0.5,0.1,0.1,0.1,0.35228122662677636,0.0,0.8773373223635004,0.3481953290870488,0.4465220643231114,0.11842105263157894,1,0.12710566615620214,186,186,mondrian,81,83,684,205,866,471,1337,653,205,0.6455226984447384,0.6350809456237936,1.0,0.6477187733732236,42
0.5,0.05,0.1,0.1,0.22887060583395663,0.0,0.9274495138369484,0.31699346405228757,0.468586387434555,0.02046783625730994,1,0.12710566615620214,196,186,cs_mondrian,14,83,684,205,1031,306,1337,653,205,0.7391125688730855,0.6350809456237936,2.0,0.7711293941660434,42
0.5,0.1,0.1,0.1,0.35228122662677636,0.0,0.8773373223635004,0.3481953290870488,0.5071054599850411,0.11842105263157894,1,0.12710566615620214,186,186,mondrian,81,83,684,205,866,471,1337,653,205,0.6455226984447384,0.6350809456237936,2.0,0.6477187733732236,42
0.5,0.02,0.1,0.1,0.20867614061331338,0.0,0.9334330590875094,0.31899641577060933,0.4801795063575168,0.008771929824561403,1,0.12710566615620214,202,186,cs_mondrian,6,83,684,205,1058,279,1337,653,205,0.7681079322551989,0.6350809456237936,5.0,0.7913238593866866,42
0.5,0.1,0.1,0.1,0.35228122662677636,0.0,0.8773373223635004,0.3481953290870488,0.6888556469708302,0.11842105263157894,1,0.12710566615620214,186,186,mondrian,81,83,684,205,866,471,1337,653,205,0.6455226984447384,0.6350809456237936,5.0,0.6477187733732236,42
0.5,0.01,0.1,0.1,0.20044876589379207,0.0,0.9364248317127898,0.31716417910447764,0.4768137621540763,0.0029239766081871343,1,0.12710566615620214,204,186,cs_mondrian,2,83,684,205,1069,268,1337,653,205,0.7906846166783171,0.6350809456237936,10.0,0.7995512341062079,42
0.5,0.1,0.1,0.1,0.35228122662677636,0.0,0.8773373223635004,0.3481953290870488,0.9917726252804787,0.11842105263157894,1,0.12710566615620214,186,186,mondrian,81,83,684,205,866,471,1337,653,205,0.6455226984447384,0.6350809456237936,10.0,0.6477187733732236,42
0.5,0.03333333333333333,0.1,0.1,0.153219837157661,0.0,0.9496669133974833,0.3285024154589372,0.4944485566247224,0.020437956204379562,1,0.08108108108108109,200,186,cs_mondrian,14,54,685,205,1144,207,1351,666,205,0.7466556290302389,0.6725172763936148,3.0,0.846780162842339,123
0.5,0.1,0.1,0.1,0.25684678016284235,0.0,0.9126572908956329,0.3400576368876081,0.5536639526276832,0.09343065693430656,1,0.08108108108108109,186,186,mondrian,64,54,685,205,1004,347,1351,666,205,0.6636365467287941,0.6725172763936148,3.0,0.7431532198371577,123
0.5,0.1,0.1,0.1,0.25684678016284235,0.0,0.9126572908956329,0.3400576368876081,0.45891931902294597,0.09343065693430656,1,0.08108108108108109,186,186,cs_mondrian,64,54,685,205,1004,347,1351,666,205,0.6636365467287941,0.6725172763936148,1.0,0.7431532198371577,123
0.5,0.1,0.1,0.1,0.25684678016284235,0.0,0.9126572908956329,0.3400576368876081,0.45891931902294597,0.09343065693430656,1,0.08108108108108109,186,186,mondrian,64,54,685,205,1004,347,1351,666,205,0.6636365467287941,0.6725172763936148,1.0,0.7431532198371577,123
0.5,0.05,0.1,0.1,0.17690599555884529,0.0,0.9415247964470762,0.3305439330543933,0.48852701702442636,0.0364963503649635,1,0.08108108108108109,196,186,cs_mondrian,25,54,685,205,1112,239,1351,666,205,0.7206711165785178,0.6725172763936148,2.0,0.8230940044411547,123
0.5,0.1,0.1,0.1,0.25684678016284235,0.0,0.9126572908956329,0.3400576368876081,0.5062916358253146,0.09343065693430656,1,0.08108108108108109,186,186,mondrian,64,54,685,205,1004,347,1351,666,205,0.6636365467287941,0.6725172763936148,2.0,0.7431532198371577,123
0.5,0.02,0.1,0.1,0.14877868245743894,0.0,0.9518874907475944,0.32338308457711445,0.5062916358253146,0.016058394160583942,1,0.08108108108108109,202,186,cs_mondrian,11,54,685,205,1150,201,1351,666,205,0.7529528882388947,0.6725172763936148,5.0,0.851221317542561,123
0.5,0.1,0.1,0.1,0.25684678016284235,0.0,0.9126572908956329,0.3400576368876081,0.6484085862324205,0.09343065693430656,1,0.08108108108108109,186,186,mondrian,64,54,685,205,1004,347,1351,666,205,0.6636365467287941,0.6725172763936148,5.0,0.7431532198371577,123
0.5,0.01,0.1,0.1,0.12805329385640266,0.0,0.9585492227979274,0.3236994219653179,0.49074759437453735,0.00291970802919708,1,0.08108108108108109,204,186,cs_mondrian,2,54,685,205,1178,173,1351,666,205,0.8134531488214115,0.6725172763936148,10.0,0.8719467061435974,123
0.5,0.1,0.1,0.1,0.25684678016284235,0.0,0.9126572908956329,0.3400576368876081,0.8852701702442635,0.09343065693430656,1,0.08108108108108109,186,186,mondrian,64,54,685,205,1004,347,1351,666,205,0.6636365467287941,0.6725172763936148,10.0,0.7431532198371577,123
0.5,0.03333333333333333,0.1,0.1,0.19895678092399405,0.0,0.9351713859910581,0.3258426966292135,0.5026080476900149,0.03676470588235294,1,0.09365558912386707,200,186,cs_mondrian,25,62,680,205,1075,267,1342,662,205,0.7120378398657213,0.6553967484840759,3.0,0.801043219076006,2024
0.5,0.1,0.1,0.1,0.3375558867362146,0.0,0.8874813710879285,0.3333333333333333,0.5763785394932935,0.13088235294117648,1,0.09365558912386707,186,186,mondrian,89,62,680,205,889,453,1342,662,205,0.6214024930365061,0.6553967484840759,3.0,0.6624441132637854,2024
0.5,0.1,0.1,0.1,0.3375558867362146,0.0,0.8874813710879285,0.3333333333333333,0.44374068554396423,0.13088235294117648,1,0.09365558912386707,186,186,cs_mondrian,89,62,680,205,889,453,1342,662,205,0.6214024930365061,0.6553967484840759,1.0,0.6624441132637854,2024
0.5,0.1,0.1,0.1,0.3375558867362146,0.0,0.8874813710879285,0.3333333333333333,0.44374068554396423,0.13088235294117648,1,0.09365558912386707,186,186,mondrian,89,62,680,205,889,453,1342,662,205,0.6214024930365061,0.6553967484840759,1.0,0.6624441132637854,2024
0.5,0.05,0.1,0.1,0.22950819672131148,0.0,0.9262295081967213,0.32142857142857145,0.48658718330849476,0.054411764705882354,1,0.09365558912386707,196,186,cs_mondrian,37,62,680,205,1034,308,1342,662,205,0.686611115907958,0.6553967484840759,2.0,0.7704918032786885,2024
0.5,0.1,0.1,0.1,0.3375558867362146,0.0,0.8874813710879285,0.3333333333333333,0.5100596125186289,0.13088235294117648,1,0.09365558912386707,186,186,mondrian,89,62,680,205,889,453,1342,662,205,0.6214024930365061,0.6553967484840759,2.0,0.6624441132637854,2024
0.5,0.02,0.1,0.1,0.18926974664679583,0.0,0.9396423248882265,0.3188976377952756,0.522354694485842,0.027941176470588237,1,0.09365558912386707,202,186,cs_mondrian,19,62,680,205,1088,254,1342,662,205,0.7249154515086398,0.6553967484840759,5.0,0.8107302533532041,2024
0.5,0.1,0.1,0.1,0.3375558867362146,0.0,0.8874813710879285,0.3333333333333333,0.7090163934426229,0.13088235294117648,1,0.09365558912386707,186,186,mondrian,89,62,680,205,889,453,1342,662,205,0.6214024930365061,0.6553967484840759,5.0,0.6624441132637854,2024
0.5,0.01,0.1,0.1,0.1572280178837556,0.0,0.9508196721311475,0.3127962085308057,0.4973919523099851,0.0058823529411764705,1,0.09365558912386707,204,186,cs_mondrian,4,62,680,205,1131,211,1342,662,205,0.7758617244832342,0.6553967484840759,10.0,0.8427719821162444,2024
