dataset,config,cost_ratio,C_rev,eps_hum,n_subjects,mean_delta,median_delta,ci_2.5,ci_97.5,permutation_p,wilcoxon_p,sign_p,n_positive,n_negative,n_zero,cs_wins_pct,holm_p
MDPE,OADNet_audio,1.0,1.0,0.05,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,1.0,2.0,0.05,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,2.0,0.25,0.05,191,-0.013174368313225587,0.0,-0.016893822558615983,-0.009574557534714322,0.0,8.577854522142667e-10,0.005172123521746941,57,92,42,48.167539267015705,
MDPE,OADNet_audio,2.0,0.5,0.05,191,-0.001453069276879885,0.0,-0.004289252788527204,0.001334758422490325,0.3231,0.6763217732107811,0.16490698265644316,84,66,41,34.55497382198953,
MDPE,OADNet_audio,2.0,1.0,0.05,191,0.02198952879581153,0.0125,0.01804825859321649,0.02613002930798999,0.0,9.842264207059326e-22,1.7309935519822625e-23,133,17,41,8.900523560209423,
MDPE,OADNet_audio,2.0,2.0,0.05,191,0.06887472494119433,0.05208333333333326,0.05851758005159725,0.07994965238257834,0.0,2.290062298230194e-26,1.401298464324817e-45,150,0,41,0.0,
MDPE,OADNet_audio,3.0,0.25,0.05,191,-0.03825897260793687,-0.01416666666666666,-0.046934379505273544,-0.030079928295014807,0.0,1.7516752480647844e-16,2.078609740242916e-06,47,106,38,55.497382198952884,
MDPE,OADNet_audio,3.0,0.5,0.05,191,-0.021712762728583346,0.0,-0.02843010186660596,-0.015430004647545332,0.0,1.9214931397147344e-08,0.023280116964126813,62,91,38,47.64397905759162,0.0
MDPE,OADNet_audio,3.0,1.0,0.05,191,0.011379657030123667,0.008333333333333304,0.0067385423780256335,0.016066222778663007,0.0,1.0802151787622041e-06,1.030627900095857e-05,104,49,38,25.654450261780106,
MDPE,OADNet_audio,3.0,2.0,0.05,191,0.07756449654753773,0.05708333333333333,0.06647091253129978,0.08926889132331739,0.0,1.3829965210375032e-26,3.9490181198430354e-39,149,4,38,2.094240837696335,
MDPE,OADNet_audio,5.0,0.25,0.05,191,-0.09338151604825859,-0.030000000000000006,-0.11229039096289553,-0.07542448213066243,0.0,1.6810966648948186e-19,5.607104085257025e-09,41,113,37,59.16230366492147,
MDPE,OADNet_audio,5.0,0.5,0.05,191,-0.07303570073601943,-0.01708333333333334,-0.08968696410956824,-0.057545510376356336,0.0,2.4800796268295072e-15,1.4858788501055987e-06,47,107,37,56.02094240837696,
MDPE,OADNet_audio,5.0,1.0,0.05,191,-0.03234407011154109,0.0,-0.044306517470976546,-0.021017207773730947,0.0,1.8780133690365524e-05,0.12547871343864123,67,87,37,45.54973821989529,
MDPE,OADNet_audio,5.0,2.0,0.05,191,0.04903919113741561,0.03416666666666672,0.03973818195614237,0.05875764236664392,0.0,7.928762657183844e-20,4.215322229503845e-21,133,21,37,10.99476439790576,
MDPE,OADNet_audio,10.0,0.25,0.05,191,-0.23414048865619544,-0.07708333333333332,-0.2809481134759845,-0.18981918914561047,0.0,1.6034357988648527e-20,1.9815804011750467e-09,40,114,37,59.68586387434554,
MDPE,OADNet_audio,10.0,0.5,0.05,191,-0.21102084756051295,-0.06583333333333333,-0.25452186717505126,-0.16985809336823732,0.0,4.632302836786074e-20,1.9815804011750467e-09,40,114,37,59.68586387434554,
MDPE,OADNet_audio,10.0,1.0,0.05,191,-0.1647815653691479,-0.03583333333333329,-0.20271397441004632,-0.12989680552393962,0.0,1.1777645219950217e-15,6.327895315902094e-07,46,108,37,56.54450261780105,
MDPE,OADNet_audio,10.0,2.0,0.05,191,-0.07230300098641777,0.0,-0.0971548343956294,-0.048466513961605576,0.0,5.5433944662434815e-06,0.12547871343864123,67,87,37,45.54973821989529,
SEUMLD,OADNet_text,1.0,0.25,0.1,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,1.0,0.5,0.1,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,1.0,1.0,0.1,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,1.0,2.0,0.1,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,2.0,0.25,0.1,76,-0.0065406754388647155,0.0025338164251207827,-0.01559823860372177,0.0019894818609959104,0.1454,0.6765584638601037,0.6444639138942256,40,35,1,46.05263157894737,
SEUMLD,OADNet_text,2.0,0.5,0.1,76,0.013748020944962594,0.017224932249322523,0.004564273669811985,0.022881274879199994,0.0034,0.003936711082798105,0.0010795155066662817,52,23,1,30.263157894736842,
SEUMLD,OADNet_text,2.0,1.0,0.1,76,0.05432541371261722,0.04367391304347827,0.04294010025840121,0.0662119218585386,0.0,1.7583280084791592e-11,5.154208808246549e-11,65,10,1,13.157894736842104,
SEUMLD,OADNet_text,2.0,2.0,0.1,76,0.13548019924792642,0.12149944258639914,0.11616859436261225,0.15619767248236668,0.0,5.2803729173201584e-14,5.293955920339377e-23,75,0,1,0.0,
SEUMLD,OADNet_text,3.0,0.25,0.1,76,-0.026012205720675172,-0.004615942028985498,-0.042745267445799075,-0.009667016467201197,0.0029,0.06019233087656189,0.566573442398685,35,41,0,53.94736842105263,
SEUMLD,OADNet_text,3.0,0.5,0.1,76,0.0012412626659400676,0.01670542635658916,-0.015461174872716275,0.017859168670245028,0.887,0.4059917730751951,0.08464609267083598,46,30,0,39.473684210526315,0.887
SEUMLD,OADNet_text,3.0,1.0,0.1,76,0.05574819943917056,0.05884552845528458,0.03652779416688308,0.0743283651322225,0.0,1.1956519023028584e-06,4.3689322062244415e-05,56,20,0,26.31578947368421,
SEUMLD,OADNet_text,3.0,2.0,0.1,76,0.16476207298563153,0.15230917874396133,0.13793092722036965,0.19212992383509125,0.0,4.399861648799065e-14,7.747704489416678e-20,74,2,0,2.631578947368421,
SEUMLD,OADNet_text,5.0,0.25,0.1,76,-0.07069363755319638,-0.02652998776009792,-0.10301157891668523,-0.040322377709718506,0.0001,0.0010291230958538137,0.08464609267083598,30,46,0,60.526315789473685,
SEUMLD,OADNet_text,5.0,0.5,0.1,76,-0.03704082936640015,-0.003478260869565197,-0.06963030446992231,-0.0054545451790291005,0.0257,0.22656615132390745,1.0,37,38,1,50.0,
SEUMLD,OADNet_text,5.0,1.0,0.1,76,0.030264787007192272,0.046666666666666634,-0.0040489500259287235,0.06411344113455045,0.0919,0.04483162168486068,0.007905180027859783,50,26,0,34.21052631578947,
SEUMLD,OADNet_text,5.0,2.0,0.1,76,0.16487601975437713,0.16023255813953496,0.12209786405161262,0.20883702849761399,0.0,4.3286629779383e-09,4.713242239575157e-06,58,18,0,23.684210526315788,
SEUMLD,OADNet_text,10.0,0.25,0.1,76,-0.19845879638301112,-0.10347826086956527,-0.2686021713889552,-0.13397408102727112,0.0,3.5025497387761487e-06,0.028626655508737896,28,48,0,63.1578947368421,
SEUMLD,OADNet_text,10.0,0.5,0.1,76,-0.15919296102342395,-0.06838725985844289,-0.22781007003164835,-0.09387293205726978,0.0,0.00069595939014766,0.20673684180839247,32,44,0,57.89473684210527,
SEUMLD,OADNet_text,10.0,1.0,0.1,76,-0.08066129030424975,0.0014651162790698003,-0.1516792859546416,-0.013614332155584854,0.0234,0.21402830913614934,0.9087769252754927,39,37,0,48.68421052631579,
SEUMLD,OADNet_text,10.0,2.0,0.1,76,0.07640205113409873,0.10232894736842102,0.00032307620745701147,0.15017284982721812,0.0564,0.03166601491545599,0.01544026202090637,49,27,0,35.526315789473685,
SEUMLD,OADNet_audio,1.0,0.25,0.1,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,1.0,0.5,0.1,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,1.0,1.0,0.1,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,1.0,2.0,0.1,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,2.0,0.25,0.1,76,-0.005976832822630464,0.0,-0.012644652610394437,0.00017840042780001533,0.0726,0.2737531001772273,0.794843653982861,28,31,17,40.78947368421053,
SEUMLD,OADNet_audio,2.0,0.5,0.1,76,0.003993771264657072,0.0,-0.0027860231444432424,0.010528169350045677,0.2468,0.16488368250705,0.06744461190078899,37,22,17,28.947368421052634,
SEUMLD,OADNet_audio,2.0,1.0,0.1,76,0.02393497943923213,0.014673913043478315,0.015299971955646615,0.03324060533382687,0.0,2.3875830978025957e-06,6.530630444913366e-05,45,14,17,18.421052631578945,
SEUMLD,OADNet_audio,2.0,2.0,0.1,76,0.06381739578838226,0.03571906354515056,0.04829172866216964,0.08061472632998554,0.0,2.389707459222374e-11,3.469446951953614e-18,59,0,17,0.0,
SEUMLD,OADNet_audio,3.0,0.25,0.1,76,-0.02217453761088196,0.0,-0.036000475618079945,-0.009465125864584563,0.0017,0.020802862007809782,0.5189580031896519,27,33,16,43.42105263157895,
SEUMLD,OADNet_audio,3.0,0.5,0.1,76,-0.0076994070862042106,0.0,-0.021256099040702293,0.004903979778829122,0.2656,0.7627833619021942,0.5189580031896519,33,27,16,35.526315789473685,0.5312
SEUMLD,OADNet_audio,3.0,1.0,0.1,76,0.021250853963151302,0.009752964426877453,0.006568418299785887,0.0359818711236163,0.0057,0.005640790618035988,0.0010657657791434353,43,17,16,22.36842105263158,
SEUMLD,OADNet_audio,3.0,2.0,0.1,76,0.07915137606186229,0.05095588235294111,0.05651815546082912,0.10268509737688125,0.0,5.1747861853588375e-09,1.6163814566157175e-07,50,10,16,13.157894736842104,
SEUMLD,OADNet_audio,5.0,0.25,0.1,76,-0.06644896482790816,0.0,-0.09770687862446066,-0.038372118609236505,0.0,0.00044561122684435374,0.2450608330229457,25,35,16,46.05263157894737,
SEUMLD,OADNet_audio,5.0,0.5,0.1,76,-0.047311583540047115,0.0,-0.07693794094699091,-0.019914897266945723,0.0018,0.024281193144371254,0.5189580031896519,27,33,16,43.42105263157895,
SEUMLD,OADNet_audio,5.0,1.0,0.1,76,-0.009036820964325074,0.0,-0.03680262552273878,0.017095724290551704,0.5261,0.9882530056508173,0.2450608330229457,35,25,16,32.89473684210527,
SEUMLD,OADNet_audio,5.0,2.0,0.1,76,0.06751270418711904,0.028013833992094873,0.03448709157875394,0.1006718340393192,0.0,0.00028422353350295645,0.0010657657791434353,43,17,16,22.36842105263158,
SEUMLD,OADNet_audio,10.0,0.25,0.1,76,-0.18915842946276065,0.0,-0.2671250069719303,-0.11960724239473859,0.0,1.716439424335726e-05,0.20003136851310313,25,36,15,47.368421052631575,
SEUMLD,OADNet_audio,10.0,0.5,0.1,76,-0.16596401214902934,0.0,-0.2402025878248039,-0.09889729696714095,0.0,8.156141018773846e-05,0.20003136851310313,25,36,15,47.368421052631575,
SEUMLD,OADNet_audio,10.0,1.0,0.1,76,-0.11957517752156661,0.0,-0.18701248568958728,-0.05832805751263265,0.0003,0.0123074097153754,0.30567741986311836,26,35,15,46.05263157894737,
SEUMLD,OADNet_audio,10.0,2.0,0.1,76,-0.026797508266641203,0.0,-0.09020078844842795,0.03172605813677691,0.4032,0.8772709555433387,0.30567741986311836,35,26,15,34.21052631578947,
MDPE,OADNet_text,1.0,0.25,0.1,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,1.0,0.5,0.1,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,1.0,1.0,0.1,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,1.0,2.0,0.1,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,2.0,0.25,0.1,191,-0.011057363988162986,-0.007083333333333319,-0.014525966973973748,-0.007674418108354199,0.0,1.1452474574033998e-06,0.0164358569934817,78,112,1,58.63874345549738,
MDPE,OADNet_text,2.0,0.5,0.1,191,0.005038318537066545,0.008333333333333382,0.0016840190833902408,0.008302877684194552,0.0028,0.0013575035897589564,0.01091824238405191,113,77,1,40.31413612565445,
MDPE,OADNet_text,2.0,1.0,0.1,191,0.03722968358752561,0.032499999999999994,0.03317871234539798,0.041354161924273464,0.0,1.0588384155312266e-30,6.098632634581428e-38,177,13,1,6.806282722513089,
MDPE,OADNet_text,2.0,2.0,0.1,191,0.10161241368844373,0.09250000000000007,0.09390482491084301,0.10916796608240381,0.0,6.255495379888823e-33,1.2744735289059618e-57,190,0,1,0.0,
MDPE,OADNet_text,3.0,0.25,0.1,191,-0.035883697549131205,-0.02625000000000005,-0.04273361503148951,-0.029041299131193583,0.0,1.134894652598823e-16,4.6330870548459496e-11,50,140,1,73.29842931937172,
MDPE,OADNet_text,3.0,0.5,0.1,191,-0.012543060930267852,-0.005000000000000027,-0.018907371575992107,-0.006382056681083548,0.0002,0.0029404602138065035,0.24690960012757365,87,104,0,54.45026178010471,0.0006000000000000001
MDPE,OADNet_text,3.0,1.0,0.1,191,0.03413821230745884,0.03166666666666669,0.028028297860232185,0.040045147583276416,0.0,2.8961181981736667e-19,3.627727204587861e-18,154,37,0,19.3717277486911,
MDPE,OADNet_text,3.0,2.0,0.1,191,0.1275007587829122,0.11666666666666674,0.1182466992943319,0.13682409989377037,0.0,4.354512540095536e-33,1.2234945877497233e-55,190,1,0,0.5235602094240838,
MDPE,OADNet_text,5.0,0.25,0.1,191,-0.1005058236588512,-0.07416666666666669,-0.1168230020297443,-0.0849662744707489,0.0,2.3222726885393587e-23,8.427408773507358e-16,41,150,0,78.53403141361257,
MDPE,OADNet_text,5.0,0.5,0.1,191,-0.07033234691554745,-0.05,-0.0854884285605888,-0.05544536763032097,0.0,4.0858453474116255e-14,1.4133240999032956e-06,62,129,0,67.5392670157068,
MDPE,OADNet_text,5.0,1.0,0.1,191,-0.00998539342893997,0.0058333333333333345,-0.02323379050003793,0.003352350330070573,0.1476,0.5682777209818818,0.6642959893958242,99,92,0,48.167539267015705,
MDPE,OADNet_text,5.0,2.0,0.1,191,0.11070851354427501,0.10166666666666661,0.09736036023218758,0.12396460751953867,0.0,1.0569867620548517e-27,4.4116026604458475e-31,171,20,0,10.471204188481675,
MDPE,OADNet_text,10.0,0.25,0.1,191,-0.2721761893922149,-0.23916666666666658,-0.30906594771985735,-0.23664560569845963,0.0,3.2965209896288154e-27,8.572087075329543e-19,36,155,0,81.15183246073299,
MDPE,OADNet_text,10.0,0.5,0.1,191,-0.23448364822824186,-0.19333333333333325,-0.2704398617118143,-0.19960251631383255,0.0,5.8637504096832304e-24,3.6334078296495384e-14,44,147,0,76.96335078534031,
MDPE,OADNet_text,10.0,1.0,0.1,191,-0.1590985659002959,-0.11083333333333326,-0.1924333219515896,-0.12551620001517563,0.0,1.8198526765212096e-14,1.3461523373328446e-07,59,132,0,69.10994764397905,
MDPE,OADNet_text,10.0,2.0,0.1,191,-0.008328401244403916,0.02333333333333352,-0.03735683663403892,0.02086352815084611,0.5706,0.7666702574669962,0.11117576581299059,107,84,0,43.97905759162304,
MDPE,OADNet_audio,1.0,0.25,0.1,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,1.0,0.5,0.1,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,1.0,1.0,0.1,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,1.0,2.0,0.1,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,2.0,0.25,0.1,191,-0.010131648835268226,0.0,-0.01355109454435086,-0.006902071951589649,0.0,1.1929747720795955e-06,0.1205291697094882,65,85,41,44.50261780104712,
MDPE,OADNet_audio,2.0,0.5,0.1,191,0.0015896502010774773,0.0,-0.0011211444343273318,0.004264241406783525,0.2478,0.09947290152107958,0.027152590737646,89,61,41,31.93717277486911,
MDPE,OADNet_audio,2.0,1.0,0.1,191,0.025032248273768876,0.01666666666666663,0.02072628803399347,0.029452414826618097,0.0,1.336682869999944e-23,2.642343883518912e-28,138,12,41,6.282722513089005,
MDPE,OADNet_audio,2.0,2.0,0.1,191,0.0719174444191517,0.054166666666666696,0.06107450773958573,0.08343345948099251,0.0,2.289890178202439e-26,1.401298464324817e-45,150,0,41,0.0,
MDPE,OADNet_audio,3.0,0.25,0.1,191,-0.03294578496092268,-0.008750000000000013,-0.041001425089156995,-0.02548705563775704,0.0,1.0524092342947422e-14,1.030627900095857e-05,49,104,38,54.45026178010471,
MDPE,OADNet_audio,3.0,0.5,0.1,191,-0.01639957508156917,0.0,-0.02244176341148798,-0.010786241368844384,0.0,3.6818605612331037e-06,0.07496157752821159,65,88,38,46.07329842931937,0.0
MDPE,OADNet_audio,3.0,1.0,0.1,191,0.016692844677137875,0.011666666666666669,0.012001953865998944,0.021445671143485858,0.0,9.285390315800034e-12,8.26739094435605e-09,112,41,38,21.465968586387437,
MDPE,OADNet_audio,3.0,2.0,0.1,191,0.08287768419455198,0.0641666666666667,0.07121626261476595,0.09493212212610976,0.0,8.8778602111595e-27,1.0458205731410583e-40,150,3,38,1.5706806282722512,
MDPE,OADNet_audio,5.0,0.25,0.1,191,-0.08440416571818803,-0.026666666666666682,-0.10211521881402232,-0.06745068859549283,0.0,1.3649551493985624e-18,1.5361489235286904e-08,42,112,37,58.63874345549738,
MDPE,OADNet_audio,5.0,0.5,0.1,191,-0.06405835040594886,-0.010000000000000009,-0.07913826921617725,-0.049891389710903705,0.0,1.8784364502724145e-13,3.3875571226294667e-06,48,106,37,55.497382198952884,
MDPE,OADNet_audio,5.0,1.0,0.1,191,-0.02336671978147052,0.0,-0.033682871424235525,-0.013211235677972541,0.0,0.0007699439032644179,0.5728459689997069,73,81,37,42.40837696335078,
MDPE,OADNet_audio,5.0,2.0,0.1,191,0.058016541467486145,0.03499999999999996,0.048298666439031794,0.06839651623795431,0.0,6.457563804881603e-23,1.728718686048066e-24,137,17,37,8.900523560209423,
MDPE,OADNet_audio,10.0,0.25,0.1,191,-0.21717647393580697,-0.07291666666666666,-0.2605522137491464,-0.17577979171409058,0.0,1.6094188803531608e-20,1.9815804011750467e-09,40,114,37,59.68586387434554,
MDPE,OADNet_audio,10.0,0.5,0.1,191,-0.19405683284012445,-0.060833333333333295,-0.2339891446619622,-0.15580764378936185,0.0,1.589598490155478e-19,1.9815804011750467e-09,40,114,37,59.68586387434554,
MDPE,OADNet_audio,10.0,1.0,0.1,191,-0.14781755064875943,-0.021739130434782615,-0.1820315985659003,-0.11609066033082936,0.0,4.1678685621108405e-14,7.501391752987299e-06,49,105,37,54.973821989528794,
MDPE,OADNet_audio,10.0,2.0,0.1,191,-0.055338986266029296,0.0,-0.07793007341224675,-0.033826162834812976,0.0,8.915429540074996e-05,0.2576337765467225,69,84,38,43.97905759162304,
SEUMLD,OADNet_text,1.0,0.25,0.2,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,1.0,0.5,0.2,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,1.0,1.0,0.2,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,1.0,2.0,0.2,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,2.0,0.25,0.2,76,0.003414005766046364,0.010000000000000026,-0.0052546507393788815,0.01157859612411393,0.4351,0.15701229982790998,0.06394991646706692,46,29,1,38.15789473684211,
SEUMLD,OADNet_text,2.0,0.5,0.2,76,0.02370270214987367,0.02175845410628019,0.014406319831084478,0.033022081963727044,0.0,9.406405563564058e-06,6.494900196551852e-05,55,20,1,26.31578947368421,
SEUMLD,OADNet_text,2.0,1.0,0.2,76,0.06428009491752829,0.051586956521739114,0.05222831326285911,0.07665313907594462,0.0,4.1610400935371783e-13,1.0098638262297781e-12,67,8,1,10.526315789473683,
SEUMLD,OADNet_text,2.0,2.0,0.2,76,0.14543488045283753,0.130066889632107,0.12514876669574412,0.16642144130481482,0.0,5.2803729173201584e-14,5.293955920339377e-23,75,0,1,0.0,
SEUMLD,OADNet_text,3.0,0.25,0.2,76,-0.01052745683303361,0.006124031007751945,-0.0259101761798777,0.0038930395943341865,0.1907,0.7054701576098965,0.42219110499231566,42,34,0,44.73684210526316,
SEUMLD,OADNet_text,3.0,0.5,0.2,76,0.01672601155358163,0.02538888888888892,0.0009321152568841125,0.03232335076783241,0.0394,0.02814943212986127,0.0038362357516146263,51,25,0,32.89473684210527,0.1182
SEUMLD,OADNet_text,3.0,1.0,0.2,76,0.07123294832681211,0.0664444444444444,0.05263820165097414,0.0904246489832256,0.0,7.0019162275021574e-09,4.713242239575157e-06,58,18,0,23.684210526315788,
SEUMLD,OADNet_text,3.0,2.0,0.2,76,0.18024682187327312,0.168186046511628,0.15301805679355227,0.2097562347132638,0.0,3.6057003700249217e-14,2.6469779601696886e-23,76,0,0,0.0,
SEUMLD,OADNet_text,5.0,0.25,0.2,76,-0.04698837784241605,-0.009471688574317426,-0.07706485793027772,-0.019767345064927822,0.0018,0.04293432991868728,0.7310088822226056,36,40,0,52.63157894736842,
SEUMLD,OADNet_text,5.0,0.5,0.2,76,-0.013335569655619836,0.004065656565656561,-0.04454769532666787,0.01583149066897736,0.3845,0.9810419486544497,0.3556992390814873,42,33,1,43.42105263157895,
SEUMLD,OADNet_text,5.0,1.0,0.2,76,0.053970046717972606,0.06463768115942028,0.021033008675678144,0.08558534434863858,0.0029,0.002566325311696973,0.0003713401159383162,52,21,3,27.631578947368425,
SEUMLD,OADNet_text,5.0,2.0,0.2,76,0.18858127946515746,0.1816666666666667,0.1465163129505317,0.2313600624713072,0.0,6.869674973500896e-11,1.0023457813247953e-09,64,12,0,15.789473684210526,
SEUMLD,OADNet_text,10.0,0.25,0.2,76,-0.15768786121744113,-0.07217391304347823,-0.22149908316751554,-0.09937704392692819,0.0,5.265636723284053e-05,0.050452410247217666,29,47,0,61.8421052631579,
SEUMLD,OADNet_text,10.0,0.5,0.2,76,-0.11842202585785402,-0.026729019211324555,-0.18164109786411647,-0.0588162424370977,0.0001,0.008666989092384624,0.42219110499231566,34,42,0,55.26315789473685,
SEUMLD,OADNet_text,10.0,1.0,0.2,76,-0.03989035513867974,0.026461988304093586,-0.10408218314133648,0.022440625605615525,0.2304,0.6711699135116926,0.566573442398685,41,35,0,46.05263157894737,
SEUMLD,OADNet_text,10.0,2.0,0.2,76,0.11717298629966875,0.12148741418764311,0.044305899546077575,0.18678956048564518,0.0017,0.0022146965603633633,0.0007645817391550476,53,23,0,30.263157894736842,
SEUMLD,OADNet_audio,1.0,0.25,0.2,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,1.0,0.5,0.2,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,1.0,1.0,0.2,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,1.0,2.0,0.2,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,2.0,0.25,0.2,76,-0.000939344948513706,0.0,-0.007297361793666604,0.0052355484880360304,0.7673,0.9308286261039578,0.43499280512215344,33,26,17,34.21052631578947,
SEUMLD,OADNet_audio,2.0,0.5,0.2,76,0.009031259138773826,0.0030772946859903396,0.0024013775333200198,0.01578402669546886,0.0134,0.009626746148252367,0.0037937056353716074,41,18,17,23.684210526315788,
SEUMLD,OADNet_audio,2.0,1.0,0.2,76,0.028972467313348887,0.016553911205074035,0.019692645096217543,0.0391441898559404,0.0,9.093413505288666e-08,1.9167786796225883e-05,46,13,17,17.105263157894736,
SEUMLD,OADNet_audio,2.0,2.0,0.2,76,0.068854883662499,0.04485024154589372,0.05203240240632252,0.08695580360949567,0.0,2.3900953516978203e-11,3.469446951953614e-18,59,0,17,0.0,
SEUMLD,OADNet_audio,3.0,0.25,0.2,76,-0.013353076804908659,0.0,-0.026310192279782582,-0.0014483236087990043,0.0333,0.2538481469660132,0.8974218269914307,31,29,16,38.15789473684211,
SEUMLD,OADNet_audio,3.0,0.5,0.2,76,0.0011220537197690922,0.00043478260869562747,-0.01139047784519172,0.013291076667375813,0.8637,0.49357654876091006,0.051893895928921435,38,22,16,28.947368421052634,1.0
SEUMLD,OADNet_audio,3.0,1.0,0.2,76,0.03007231476912459,0.01791092258748672,0.015469282635849116,0.04469323810604945,0.0,0.00023929532663789172,0.00039404324272610154,44,16,16,21.052631578947366,
SEUMLD,OADNet_audio,3.0,2.0,0.2,76,0.0879728368678356,0.05616806722689098,0.06509904819587714,0.11283904826976951,0.0,7.899273547265943e-10,1.6163814566157175e-07,50,10,16,13.157894736842104,
SEUMLD,OADNet_audio,5.0,0.25,0.2,76,-0.05068607330137995,0.0,-0.07820438580341266,-0.025532247962839823,0.0,0.005900870631494957,0.2450608330229457,25,35,16,46.05263157894737,
SEUMLD,OADNet_audio,5.0,0.5,0.2,76,-0.031548692013518925,0.0,-0.058031019146514345,-0.007511580864075897,0.0176,0.14518281683233492,0.794843653982861,28,31,17,40.78947368421053,
SEUMLD,OADNet_audio,5.0,1.0,0.2,76,0.006726070562203139,0.0,-0.019006946121064926,0.03105056238481769,0.6032,0.38502811760848654,0.09246098107292373,37,23,16,30.263157894736842,
SEUMLD,OADNet_audio,5.0,2.0,0.2,76,0.0832755957136472,0.03109756097560954,0.05122207388864541,0.11634687115909509,0.0,6.183255032990185e-06,0.00013451408092849532,45,15,16,19.736842105263158,
SEUMLD,OADNet_audio,10.0,0.25,0.2,76,-0.1579611512920169,0.0,-0.2237035341627458,-0.09781837968473177,0.0,4.577269253276309e-05,0.20003136851310313,25,36,15,47.368421052631575,
SEUMLD,OADNet_audio,10.0,0.5,0.2,76,-0.13476673397828556,0.0,-0.1979734057127513,-0.07648281761091422,0.0,0.0006890902763729687,0.20003136851310313,25,36,15,47.368421052631575,
SEUMLD,OADNet_audio,10.0,1.0,0.2,76,-0.08837789935082287,0.0,-0.14833164404959362,-0.03305922800548514,0.0033,0.06033987758476197,1.0,30,31,15,40.78947368421053,
SEUMLD,OADNet_audio,10.0,2.0,0.2,76,0.0043997699041025545,0.0,-0.05108461577233506,0.05848131475160794,0.8826,0.6075525771745516,0.12373144253809215,37,24,15,31.57894736842105,
MDPE,OADNet_text,1.0,0.25,0.2,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,1.0,0.5,0.2,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,1.0,1.0,0.2,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,1.0,2.0,0.2,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,2.0,0.25,0.2,191,-0.002851126792624627,2.2204460492503132e-17,-0.005968778454359205,0.00033810180969724983,0.0755,0.3823586096371996,0.7169046430967033,98,92,1,48.167539267015705,
MDPE,OADNet_text,2.0,0.5,0.2,191,0.013244555732604904,0.011666666666666691,0.010133721261097203,0.016425772061613175,0.0,1.397760668642948e-12,1.290476566427073e-10,139,51,1,26.701570680628272,
