dataset,config,fold,seed,method,cost_ratio,C_rev,eps_hum,q_truth,q_lie,n_test,n_truth,n_lie,n_reject,n_accept,n_singleton,n_empty,n_ambiguous,n_fp,n_fn,n_tp,n_tn,fp_rate,fn_rate,reject_rate,decision_coverage,acceptance_rate,label_coverage,label_coverage_truth,label_coverage_lie,total_cost,expected_cost
SEUMLD,OADNet_text,0,7,cs_mondrian,1.0,1.0,0.05,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,523.6,0.8018376722817765
SEUMLD,OADNet_text,0,7,cs_mondrian,1.0,1.0,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,545.2,0.834915773353752
SEUMLD,OADNet_text,0,7,cs_mondrian,1.0,1.0,0.2,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,588.4,0.9010719754977029
SEUMLD,OADNet_text,0,7,singh_eps0,1.0,1.0,0.0,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,502.0,0.7687595712098009
SEUMLD,OADNet_text,0,7,singh,1.0,1.0,0.05,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,523.6,0.8018376722817765
SEUMLD,OADNet_text,0,7,singh,1.0,1.0,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,545.2,0.834915773353752
SEUMLD,OADNet_text,0,7,singh,1.0,1.0,0.2,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,588.4,0.9010719754977029
SEUMLD,OADNet_text,0,7,bayes_tau,1.0,1.0,0.0,0.5,0.5,653,431,222,0,653,653,0,0,53,167,55,378,0.12296983758700696,0.7522522522522522,0.0,1.0,1.0,,,,220.0,0.33690658499234305
SEUMLD,OADNet_text,0,7,cs_mondrian,1.0,2.0,0.0,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,934.0,1.430321592649311
SEUMLD,OADNet_text,0,7,cs_mondrian,1.0,2.0,0.05,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,955.6,1.4633996937212863
SEUMLD,OADNet_text,0,7,cs_mondrian,1.0,2.0,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,977.2,1.496477794793262
SEUMLD,OADNet_text,0,7,cs_mondrian,1.0,2.0,0.2,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,1020.4,1.5626339969372127
SEUMLD,OADNet_text,0,7,singh_eps0,1.0,2.0,0.0,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,934.0,1.430321592649311
SEUMLD,OADNet_text,0,7,singh,1.0,2.0,0.05,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,955.6,1.4633996937212863
SEUMLD,OADNet_text,0,7,singh,1.0,2.0,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,977.2,1.496477794793262
SEUMLD,OADNet_text,0,7,singh,1.0,2.0,0.2,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,1020.4,1.5626339969372127
SEUMLD,OADNet_text,0,7,bayes_tau,1.0,2.0,0.0,0.5,0.5,653,431,222,0,653,653,0,0,53,167,55,378,0.12296983758700696,0.7522522522522522,0.0,1.0,1.0,,,,220.0,0.33690658499234305
SEUMLD,OADNet_text,0,7,cs_mondrian,2.0,0.25,0.0,0.5787913203239441,0.9695759806782007,653,431,222,521,132,132,0,521,39,7,41,45,0.09048723897911833,0.03153153153153153,0.7978560490045942,0.20214395099540583,0.20214395099540583,0.9295558958652373,0.9095127610208816,0.9684684684684685,183.25,0.28062787136294026
SEUMLD,OADNet_text,0,7,cs_mondrian,2.0,0.25,0.05,0.5787913203239441,0.9695759806782007,653,431,222,521,132,132,0,521,39,7,41,45,0.09048723897911833,0.03153153153153153,0.7978560490045942,0.20214395099540583,0.20214395099540583,0.9295558958652373,0.9095127610208816,0.9684684684684685,218.0,0.333843797856049
SEUMLD,OADNet_text,0,7,cs_mondrian,2.0,0.25,0.1,0.5787913203239441,0.9695759806782007,653,431,222,521,132,132,0,521,39,7,41,45,0.09048723897911833,0.03153153153153153,0.7978560490045942,0.20214395099540583,0.20214395099540583,0.9295558958652373,0.9095127610208816,0.9684684684684685,252.75,0.38705972434915775
SEUMLD,OADNet_text,0,7,cs_mondrian,2.0,0.25,0.2,0.5787913203239441,0.9695759806782007,653,431,222,521,132,132,0,521,39,7,41,45,0.09048723897911833,0.03153153153153153,0.7978560490045942,0.20214395099540583,0.20214395099540583,0.9295558958652373,0.9095127610208816,0.9684684684684685,322.25,0.4934915773353752
SEUMLD,OADNet_text,0,7,singh_eps0,2.0,0.25,0.0,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,209.0,0.32006125574272587
SEUMLD,OADNet_text,0,7,singh,2.0,0.25,0.05,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,238.1,0.364624808575804
SEUMLD,OADNet_text,0,7,singh,2.0,0.25,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,267.2,0.40918836140888204
