dataset,config,fold,seed,method,cost_ratio,C_rev,alpha_truth,alpha_lie,q_truth,q_lie,n_test,n_truth,n_lie,n_reject,n_accept,n_singleton,n_empty,n_ambiguous,n_fp,n_fn,n_tp,n_tn,fp_rate,fn_rate,reject_rate,empty_set_rate,decision_coverage,acceptance_rate,label_coverage,label_coverage_truth,label_coverage_lie,total_cost,expected_cost
MDPE,OADNet_text,1,7,mondrian,3.0,0.25,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,300.25,0.32922149122807015
MDPE,OADNet_text,1,7,mondrian,3.0,0.5,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,448.5,0.4917763157894737
MDPE,OADNet_text,1,7,mondrian,3.0,1.0,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,745.0,0.8168859649122807
MDPE,OADNet_text,1,7,mondrian,3.0,2.0,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,1338.0,1.4671052631578947
MDPE,OADNet_text,1,7,mondrian,5.0,0.25,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,352.25,0.3862390350877193
MDPE,OADNet_text,1,7,mondrian,5.0,0.5,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,500.5,0.5487938596491229
MDPE,OADNet_text,1,7,mondrian,5.0,1.0,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,797.0,0.8739035087719298
MDPE,OADNet_text,1,7,mondrian,5.0,2.0,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,1390.0,1.5241228070175439
MDPE,OADNet_text,1,7,mondrian,10.0,0.25,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,482.25,0.5287828947368421
MDPE,OADNet_text,1,7,mondrian,10.0,0.5,0.1,0.1,0.5750055313110352,0.9018494933843613,912,570,342,593,319,319,0,593,74,26,74,145,0.12982456140350876,0.07602339181286549,0.6502192982456141,0.0,0.34978070175438597,0.34978070175438597,0.8903508771929824,0.8701754385964913,0.9239766081871345,630.5,0.6913377192982456
