source,r,B,comparison,family,n_units,delta_cost,delta_cost_ci_low,delta_cost_ci_high,sign_flip_p,wilcoxon_p,delta_reject,delta_reject_ci_low,delta_reject_ci_high,delta_reject_sign_flip_p,delta_fp_per_sample,delta_fn_per_sample,excluded_degenerate_units,sign_flip_p_holm
SEUMLD_OADNet_audio,3.0,0.8,cs_vs_match,secondary,76,-0.005136213424703408,-0.015318886376485536,0.004747436650398872,0.32326767323267674,0.5398866258332629,-0.009404565909643819,-0.025426815411041415,0.006878384111016775,0.25377462253774624,0.026137399201470193,-0.008857109890450562,0,
SEUMLD_OADNet_audio,2.0,0.6,cs_vs_uni,secondary,76,0.009045075891403562,-0.0003519005700153924,0.018485091912931177,0.06189381061893811,0.08469573156696239,-0.008415316038850196,-0.02437755453053598,0.008787860586362843,0.32966703329667035,0.036224445539077714,-0.011485855814124526,0,
SEUMLD_OADNet_audio,2.0,0.7,cs_vs_uni,secondary,76,0.0032134818349871925,-0.004309707793932061,0.010538013743256407,0.40435956404359563,0.42076591548775055,-0.006410401844595032,-0.019947160847920902,0.007771415037814399,0.38866113388661133,0.02400907447767407,-0.008795195860194678,0,
SEUMLD_OADNet_audio,2.0,0.8,cs_vs_uni,secondary,76,0.0021726968978794253,-0.0042836365570785954,0.00854416403966028,0.5026497350264973,0.4731006363456757,-0.014569994277537399,-0.027891245778069226,-0.001851543646669812,0.0337966203379662,0.02122033764559158,-0.0058813218044717255,0,
SEUMLD_OADNet_audio,5.0,0.6,cs_vs_uni,secondary,76,-0.04657575702177289,-0.0835659958543379,-0.011729735527642015,0.0096990300969903,0.09244487922139907,-0.01989768891047773,-0.046459988075598806,0.008622287323598005,0.16268373162683733,0.07289284980222736,-0.021903952473752278,0,
SEUMLD_OADNet_audio,5.0,0.7,cs_vs_uni,secondary,76,-0.05406235292121551,-0.08776808390980552,-0.02204878452343381,0.0016998300169983002,0.019184259856256228,-0.00010066119333432266,-0.027723123810798174,0.027182206897007642,0.9934006599340066,0.04720746047650073,-0.020243896560209817,0,
SEUMLD_OADNet_audio,5.0,0.8,cs_vs_uni,secondary,76,-0.03869255930253535,-0.06291743488487579,-0.016169508017926184,0.0017998200179982,0.02332853572917948,-0.024200033164348017,-0.04783076159745566,-0.000984942383112776,0.048095190480951906,0.04118847721414383,-0.013556203986901036,0,
SEUMLD_OADNet_audio,10.0,0.6,cs_vs_uni,secondary,76,-0.23076340967085854,-0.32563280290544505,-0.14453903672103374,9.999000099990002e-05,0.00018167271947834587,0.004914763162462047,-0.028025272294100092,0.038274419801008895,0.7696230376962304,0.07529587308883885,-0.030851666434092845,0,
SEUMLD_OADNet_audio,10.0,0.7,cs_vs_uni,secondary,76,-0.19935974760046835,-0.2856420805122218,-0.11900479286091142,9.999000099990002e-05,0.00024762245278750077,-0.01379747900612836,-0.047088946128731254,0.0195052051234901,0.41995800419958,0.06932974385255246,-0.026179075194995672,0,
SEUMLD_OADNet_audio,10.0,0.8,cs_vs_uni,secondary,76,-0.13676570503379676,-0.1990916748545565,-0.07963472315001818,9.999000099990002e-05,0.0005432262473143818,-0.034825446295761564,-0.06328754445013207,-0.006403938942802942,0.0170982901709829,0.05537479820810971,-0.017472778009402567,0,
SEUMLD_OADNet_text,3.0,0.6,cs_vs_uni,secondary,76,-0.011360265413697519,-0.029575483960908772,0.006742535983798314,0.22397760223977603,0.36234847410711557,0.05405279185189297,0.039590770007661265,0.06847424942458447,9.999000099990002e-05,0.02821927903697416,-0.022201980125539388,0,
SEUMLD_OADNet_text,3.0,0.6,cs_vs_free2d,secondary,76,-0.0160408539008686,-0.03956304013305283,0.007114412083735402,0.18818118188181182,0.40369618381487626,-0.0006858962664982177,-0.01960646651052373,0.01798547490818862,0.9426057394260574,0.05586846690557831,-0.023855457557732607,0,
SEUMLD_OADNet_text,3.0,0.6,cs_vs_match,secondary,76,-0.03573377085742427,-0.06285472961421595,-0.008348422336953322,0.011998800119988001,0.04455591656506579,0.13261869018165023,0.11299679978264131,0.15186248579562145,9.999000099990002e-05,0.0167590049753157,-0.03960070697452169,0,
SEUMLD_OADNet_text,3.0,0.7,cs_vs_uni,primary,76,0.0008228245245674237,-0.01354442421028748,0.015046781819661742,0.9158084191580842,0.7856600255359429,0.008228415510037284,-0.010747091367712206,0.026760250730392274,0.3862613738626137,0.03342440065625419,-0.012238594628901799,0,0.9158084191580842
SEUMLD_OADNet_text,3.0,0.7,cs_vs_free2d,secondary,76,-0.002644387455578294,-0.013811561388108,0.008846630172056464,0.6565343465653435,0.7274507688533047,-0.015128384319029912,-0.030549679716593926,0.0002315761015086019,0.057894210578942104,0.03281998628434167,-0.009300060526801672,0,
SEUMLD_OADNet_text,3.0,0.7,cs_vs_match,secondary,76,-0.01638900240157062,-0.036299925115065815,0.0028717203086338385,0.1151884811518848,0.22454613888380115,0.07749132340483515,0.062262105680618386,0.09270867482557019,9.999000099990002e-05,0.020335815333758868,-0.025156826479249026,0,
SEUMLD_OADNet_text,3.0,0.8,cs_vs_uni,secondary,76,-0.010768185452774354,-0.026700507162900042,0.003646911368516536,0.17218278172182783,0.9184721935250016,0.01297952904910006,-0.0019068337071737008,0.02793940125139421,0.098990100989901,0.019782739749054843,-0.012346896575459745,0,
SEUMLD_OADNet_text,3.0,0.8,cs_vs_free2d,secondary,76,-0.0022748682999406797,-0.012369306053089174,0.006962867955565979,0.6591340865913409,0.2965847527168711,-0.007659191459322728,-0.019430295981662626,0.0035338275707445747,0.1932806719328067,0.01841344879485622,-0.005619573788378515,0,
SEUMLD_OADNet_text,3.0,0.8,cs_vs_match,secondary,76,-0.007446881201775119,-0.02166997224710524,0.005701194850598026,0.31566843315668436,0.7064806575829699,0.023648940713592942,0.010467795200231141,0.03663386600714988,0.0008999100089991,0.016185522707323045,-0.011818958088631546,0,
SEUMLD_OADNet_text,2.0,0.6,cs_vs_uni,secondary,76,0.002290915176826822,-0.006391982796347232,0.011158999606395194,0.6204379562043796,0.5900769178862728,0.02381143398558769,0.012477929067609602,0.035062192781195885,9.999000099990002e-05,0.01939343196543155,-0.014504116890699291,0,
SEUMLD_OADNet_text,2.0,0.7,cs_vs_uni,secondary,76,0.010921918992268305,0.0022747952828729586,0.019698211475100137,0.0170982901709829,0.03934087190855175,0.017073695813886423,0.000539517429110308,0.03314323110866665,0.0463953604639536,0.020034324144801025,-0.008824626529737967,0,
SEUMLD_OADNet_text,2.0,0.8,cs_vs_uni,secondary,76,7.978203345611664e-05,-0.007773139078404693,0.007569482013296669,0.9847015298470153,0.17897638614251288,0.01744047816703311,0.00570994265203414,0.029585117973534813,0.0040995900409959,0.01096628519480502,-0.009803371122432732,0,
SEUMLD_OADNet_text,5.0,0.6,cs_vs_uni,secondary,76,-0.07611329233387368,-0.11664468936376715,-0.03752430803628551,0.00029997000299970003,0.0028495360001152435,0.0772621489564121,0.05464689135200849,0.09907441660494307,9.999000099990002e-05,0.04119369136472423,-0.031187611635360796,0,
SEUMLD_OADNet_text,5.0,0.7,cs_vs_uni,secondary,76,-0.0353657512790354,-0.06260959049171465,-0.009439019013840507,0.011898810118988102,0.04161945407438149,0.011415108477343899,-0.010584393696973698,0.03251987433363988,0.30196980301969806,0.04539344684248051,-0.01729335047203757,0,
SEUMLD_OADNet_text,5.0,0.8,cs_vs_uni,secondary,76,-0.043211676757718274,-0.07580794181449194,-0.01503748640162202,0.0044995500449955,0.11885330150380424,0.01931557652996672,0.0017043048134352825,0.036461385320343535,0.032296770322967704,0.027603853072616286,-0.01609466361906358,0,
SEUMLD_OADNet_text,10.0,0.6,cs_vs_uni,secondary,76,-0.3110849518749515,-0.4274125034438403,-0.20248777687841435,9.999000099990002e-05,1.0488560357341784e-06,0.0995115857430834,0.06354021595991285,0.13464703057013397,9.999000099990002e-05,0.061316509991778644,-0.04221572547382719,0,
SEUMLD_OADNet_text,10.0,0.7,cs_vs_uni,secondary,76,-0.1951848285646108,-0.2781332816557829,-0.11962834527792776,9.999000099990002e-05,5.625481465311514e-05,0.0370560735709364,0.011898792629889892,0.062069203968774495,0.005599440055994401,0.05652062020697008,-0.02702334855570491,0,
SEUMLD_OADNet_text,10.0,0.8,cs_vs_uni,secondary,76,-0.14057796927070523,-0.21502640366864534,-0.07370194710803252,9.999000099990002e-05,0.003026406401095653,-0.0006988388445171746,-0.02229815838631689,0.02029392319544291,0.9461053894610539,0.05102332757141321,-0.019125187741985985,0,
