source,r,B,arm,n_runs,mean_cost,mean_reject_rate,mean_fp_per_sample,mean_fn_per_sample,budget_violation_rate,selection_feasible_rate,degenerate_run_rate,mode_alpha_truth,mode_alpha_lie,mean_cost_decomp_residual
SEUMLD_OADNet_text,3.0,0.6,match,25,0.5329108732910343,0.46435714323762206,0.09413831012973688,0.06886466384749543,0.2,1.0,0.0,0.25,0.25,0.0
SEUMLD_OADNet_text,3.0,0.6,uni,25,0.5087380074833581,0.5425894277749126,0.08278815712676069,0.051551712156380367,0.24,1.0,0.0,0.15,0.15,0.0
SEUMLD_OADNet_text,3.0,0.7,cs,25,0.4931937757672158,0.6560225040818334,0.09253890515909738,0.02421453952240055,0.2,1.0,0.0,0.2,0.06666666666666667,0.0
SEUMLD_OADNet_text,3.0,0.7,free2d,25,0.49549802437590734,0.669513434685468,0.06053514636554245,0.03340205355587696,0.24,1.0,0.0,0.15,0.05,0.0
SEUMLD_OADNet_text,3.0,0.7,match,25,0.5086170594986116,0.5786217627162086,0.0721466073353145,0.04905319026839762,0.2,0.96,0.0,0.15,0.15,0.0
SEUMLD_OADNet_text,3.0,0.7,uni,25,0.49208341119395066,0.6459590236006347,0.060355350465041084,0.03624951630953072,0.2,1.0,0.0,0.1,0.1,0.0
SEUMLD_OADNet_text,3.0,0.8,cs,25,0.48086575228899286,0.7509788963198027,0.06273262707714994,0.014214559017313834,0.28,1.0,0.0,0.1,0.03333333333333333,0.0
SEUMLD_OADNet_text,3.0,0.8,free2d,25,0.4834043896598557,0.7579598616650799,0.04498365380928112,0.019813601672678226,0.2,1.0,0.0,0.05,0.05,0.0
SEUMLD_OADNet_text,3.0,0.8,match,25,0.4879136539156937,0.7270836599662929,0.04719827948568962,0.0257245148156192,0.2,0.96,0.0,0.075,0.075,0.0
SEUMLD_OADNet_text,3.0,0.8,uni,25,0.491244987773989,0.7381956933809394,0.043693072562504084,0.026151356173671713,0.2,1.0,0.0,0.075,0.075,0.0
SEUMLD_OADNet_text,5.0,0.6,cs,25,0.5385475698113759,0.619149069777376,0.12481468188419342,0.020831670607698877,0.4,0.48,0.0,0.3,0.06,0.0
SEUMLD_OADNet_text,5.0,0.6,uni,25,0.6118414317961188,0.5425894277749126,0.08278815712676069,0.051551712156380367,0.24,1.0,0.0,0.15,0.15,0.0
SEUMLD_OADNet_text,5.0,0.7,cs,25,0.5309471505299812,0.6582097341440345,0.10506503439086458,0.0193554498134199,0.32,0.72,0.0,0.2,0.04,0.0
SEUMLD_OADNet_text,5.0,0.7,uni,25,0.5645824438130121,0.6459590236006347,0.060355350465041084,0.03624951630953072,0.2,1.0,0.0,0.1,0.1,0.0
SEUMLD_OADNet_text,5.0,0.8,cs,25,0.501587646318506,0.7571275613732353,0.07045434540560723,0.010513904045256211,0.28,1.0,0.0,0.15,0.03,0.0
SEUMLD_OADNet_text,5.0,0.8,uni,25,0.5435477001213322,0.7381956933809394,0.043693072562504084,0.026151356173671713,0.2,1.0,0.0,0.075,0.075,0.0
SEUMLD_OADNet_text,10.0,0.6,cs,25,0.5654622269740939,0.6396247821771185,0.14535042123768185,0.010029941464785275,0.76,0.36,0.0,0.3,0.03,0.0
SEUMLD_OADNet_text,10.0,0.6,uni,25,0.8695999925780206,0.5425894277749126,0.08278815712676069,0.051551712156380367,0.24,1.0,0.0,0.15,0.15,0.0
SEUMLD_OADNet_text,10.0,0.7,cs,25,0.5559111851246565,0.682092792318865,0.1164340448431446,0.009843074412207943,0.36,0.6,0.0,0.25,0.025,0.0
SEUMLD_OADNet_text,10.0,0.7,uni,25,0.7458300253606658,0.6459590236006347,0.060355350465041084,0.03624951630953072,0.2,1.0,0.0,0.1,0.1,0.0
SEUMLD_OADNet_text,10.0,0.8,cs,25,0.5375234551040939,0.7371122122276461,0.09381762196382992,0.007514972702644106,0.2,0.96,0.0,0.15,0.015,0.0
SEUMLD_OADNet_text,10.0,0.8,uni,25,0.674304480989691,0.7381956933809394,0.043693072562504084,0.026151356173671713,0.2,1.0,0.0,0.075,0.075,0.0
